BPS030214,LND110210,Density
10,4462.31,2.5
42,5175.12,1
89,3671.54,2.5
238,3296.68,14
38,3392.28,3
15,3990.23,1.8
28,6572.43,1.9
83,609.2,15.5
10,757.79,2.1
21,1028.78,2.2
4943,742.28,1387.1
21,7819.99,1.9
37,1590.15,17.5
45,1910.58,10.9
286,1871.71,19.4
375,6941.35,8.4
322,4479.69,7.3
5257,2003.45,257.8
436,1175.5,20
1628,2426.36,56.9
16,2460.68,1.1
919,576.08,401.4
67,449.5,73.8
404,720.7,137.3
1324,15.03,9314.3
17,445.46,36.5
40,355.27,35.7
50,473.93,68.3
62,333.49,44.9
2160,25.97,7993.6
418,967,76.3
4,529.16,8.9
420,753.02,91.2
13,357.73,19.1
75,541.2,61.2
10,13.01,1370.6
0,566.17,30.8
9,502.76,47.9
34,579.66,29.6
0,6.7,991.9
297,503.87,108.8
73,527.51,54.1
52,474.69,63.3
18,182.82,39.7
13,475.27,26.5
173,10.24,4246.4
886,340.8,652
1622,423.3,747.1
34,176.18,79.7
13,7.52,2315.3
1,5.47,1090.2
18,329.53,15.7
215,379.23,123.1
20,297.46,33.8
12,42.93,1002.8
8,330.53,48.1
42,503.72,55.6
13,6.89,859.7
16,257.12,43.4
2249,390.97,2766.8
54,6.24,3616.8
547,2,6169.1
267,647.45,100.7
49,380.42,40.2
94,286.01,89.8
112,690.43,81.3
3,8.21,1045.8
436,413.5,189.4
23,10.44,2326.2
1,8.24,854.6
16,355.78,48.6
140,217.81,169.2
127,281.42,77.2
28,442.18,35.1
116,156.25,117.8
14,295.23,41.5
64,817.84,44.3
160,51.41,2673.2
522,468.54,213.1
152,17.42,2808.2
693,233.7,1313.4
28,382.33,141.6
12,415.16,5.6
90,10.28,2198
131,315.61,111.8
709,142.44,470.4
13,315.14,22
104,179.64,131.3
74,273.94,58.2
32,133.25,85.5
16,435.52,58.8
8,2.5,2820.2
3480,515.56,605.8
168,496.3,66.8
13,431.68,29.9
92,49.13,1538.2
31,320.68,41.5
125,9.88,3827.6
11,2.53,5632.6
1,10.96,1261.5
25,85.93,104.5
60,625.49,52.3
39,130.31,84.1
233,387.01,243.9
52,470.86,31.9
162,209.73,87.9
330,68.71,2630
650,54.12,4486.4
50,211.61,58.5
55,191.3,64.5
0,7.48,529.1
27,314.39,50.4
86,340.78,98.2
39,310.86,77.3
31,483.1,38.3
8,22.93,1413.7
73,968.94,65.5
24,15.32,793.2
153,33.65,2838.8
191,260.22,107.8
52,349.96,66.8
66,265.16,134.7
1225,336.4,1195
45,319.86,109
10,9.87,1662.1
22,266.23,27.7
26,191.49,48.3
551,59.81,3414.7
219,250.52,368.7
49,42.56,2279.8
44,597.56,37.3
252,849.09,89.9
30,473.82,61
38,14.44,1717.9
15,535.53,43.3
87,508.78,82.5
26,450.93,71.4
28,599.15,31
375,401.5,304.9
772,268.96,479.5
137,19.98,1188.8
348,400.17,211.4
25,278.95,25.3
20,490.22,24.7
26,518.85,86.9
1208,249.02,1758.9
87,213.47,176
55,560.98,97.8
48,15.04,1396.8
64,229.38,76.1
258,9.02,1559.3
23,9.23,2838
14,403.19,102.8
79,461.82,63.3
432,104.78,624.8
101,766.33,48
35,674.98,55
49,648.86,48.1
533,536.58,291.7
9,663.6,9.5
152,633.71,75.3
21,81.81,85.2
66,458.8,53.3
39,687.03,42.1
200,693.27,39.3
50,929.82,66.3
127,687.23,86.6
91,785.31,56.7
73,969.34,58.5
50,1924.98,9.7
35,636.21,34
942,1700.38,103
304,2920.53,24.8
160,1738.33,41.1
2240,629,676.2
7,868.63,4.7
178,1140.13,89.8
156,1819.26,21.1
10,2203.16,3.4
322,1242.17,62.9
3,710.69,3.2
264,2679.51,33.3
142,1902.03,38.3
252,208.45,376.6
121,1803.7,16.6
14703,2115.57,912.9
598,394.94,635.9
283,2297.27,17.8
83,1871.31,10.9
164,2402.8,31.4
30,2310.49,4.6
108,959.42,63.3
165,5267.98,7.8
63,932.66,22.4
42,1399.99,9.3
3777,1669.51,476.3
109,173.92,90.7
274,1731.2,67.5
34,1655.68,6.7
3473,2087.27,341.8
1839,1763.79,267.2
79,2477.77,17.6
1003,721.96,349.4
11,263.38,15.1
207,1270.13,46.3
1007,2106.86,95.5
218,2159.09,20.7
442,4295.4,56.6
61,645.65,32.3
8,1045.04,15.5
127,862.71,53.2
51,1477.86,10.2
867,529.71,468.2
33,671.64,20.2
62,821.85,18.8
209,318.24,153.9
220,1008.37,61.9
37,1209.82,28.7
186,765.53,74.2
27,570.66,29.2
3543,1197.24,407.7
129,875.63,101.4
134,481.98,57.6
72,1304.14,33.9
68,850.11,51.6
243,637.98,154.8
27,488.2,9.1
240,719.55,141.2
41,1014.07,9.2
82,1146.85,44.7
36,583.96,63.1
25,349.44,54.5
40,762.58,31.1
29,758.17,7.8
36,987.72,20.7
109,556.47,150.4
69,766.93,34.8
267,271.99,611.9
30,342.52,60.1
254,451.69,253.8
16,633.59,26.6
98,870.64,22.9
77,878.97,32.7
120,589.08,138.3
383,1544.98,86.8
76,1399.35,29.8
28,455.6,33.8
14,357.61,11.8
795,241.4,3926
96,900.78,49.6
107,997.99,37.7
132,1112.97,32.3
721,637.52,277.2
264,233.08,370.7
18,231.98,32.2
105,573.75,71.5
83,913.96,48.4
122,800.68,87.4
52,1254.38,11.3
207,332.5,587.7
24,586.15,30.7
143,718.14,223.3
52,913.59,16.2
113,830.9,74.6
82,1257.31,13.2
44,893.06,47
111,511.27,225.9
292,722.33,116.8
28,974.88,21.2
134,732.97,39.3
62,791.58,37.6
141,856.6,25
203,555.13,184.2
71,797.11,20
337,430.7,306.2
1020,549.57,709.4
88,747.71,70.1
54,626.15,39.1
511,434.49,384.3
236,793.12,94.2
30,341.06,48.6
701,321.14,324.4
16,501.54,49.1
0,510.81,28.4
4,89.21,269.8
138,281.02,342.8
0,279.25,27.3
9,341.9,27.5
0,319.72,25.7
34,661.55,69.6
6,338.5,25.7
66,477.37,25
53,1019.57,34.8
66,640.25,37.4
16,82.61,371.3
34,582.31,24.1
105,416.01,166.1
2,464.35,62.9
200,209.64,255.2
296,901.59,214.1
1,384.9,42.5
11,437.04,49.7
1,453.74,81
13,308.74,182.7
1,305.43,108.4
1,430.75,63.4
7,533.46,41.5
5,418.99,148.6
32,327.83,86.1
5,423.11,63.4
100,360.06,267.1
0,472.75,28.6
48,229.07,76.6
0,646.82,40.6
55,105.82,420
18,696.05,11.1
5,130.1,58.5
3,940.28,9.3
1,648.81,51.7
166,345.67,160.5
91,605.35,130.3
10,1039.68,28.3
1,451.99,23.1
35,483.56,30.9
16,360.46,38.6
3,172.77,97.8
3,418.92,17
7,256.29,35.9
100,354.64,68.4
16,505.98,84
0,553.47,16.5
20,358.06,46.3
19,232.51,24.6
105,366.26,237.4
2,499.45,47.6
99,4273.84,8.5
13,3137.1,3.7
163,4802.71,9.6
31,7897.58,2
43,4254.88,3.3
5,2854.41,2.5
18,9183.81,4.4
1,2225.39,6
0,2004.09,2.4
12,4154.15,2.1
403,2685.91,34.2
68,4076.13,4.4
330,5340.35,14.1
1,2626.04,0.9
131,6942.08,4.1
22,2084.21,4.2
117,2523.99,11.5
27,4886.54,2.1
227,10426.65,4.2
145,3995.38,5.3
40,2081.26,10.1
4,2238.55,3.8
1,2398.09,3
