Income,INC110213,Poverty
17080,38048,33.5
33115,61048,10.7
19852,34984,17.1
26372,49625,10.2
20388,37933,20.1
30903,63942,12
39133,76960,8.7
23868,48372,9.2
34234,81753,7.1
26940,62670,9.5
30737,49248,11.7
16664,31308,26.8
14763,36505,25.2
46565,122238,3.6
26956,54518,10.3
17630,35237,22.6
21440,38138,24.7
27296,53459,13.3
28752,71036,11.7
26944,71227,7
19900,28116,27.2
31342,55192,10.1
20056,36261,19.6
30531,53309,9.4
23548,45543,24.5
26059,48789,14.2
32068,70618,5.9
25310,51027,15.2
24659,44747,19.2
23473,33635,24.3
28568,51342,11.1
22699,39416,18.1
19337,36607,16.8
27655,60287,12.6
22355,42906,15.1
18860,34864,17.1
18936,34424,26.7
21583,42143,14.5
38444,81892,5.6
23138,46166,18.4
31252,76548,5.4
17208,37436,19.8
24434,63074,8.1
37401,98071,6.3
23987,44312,13.9
16181,30714,37.7
36505,56438,10.8
20875,47083,12.8
27184,40496,25.6
31728,60795,6.6
23295,38145,22.4
25638,48313,12.6
27298,52195,10.4
19735,33872,19.3
26661,48733,11.7
21485,38355,18.3
25134,49625,11.7
20837,37239,18.4
22433,46150,16
31360,78345,7.6
36574,97110,5.1
24753,38501,18
29135,66085,11.4
22600,47292,11.5
16546,39635,15.3
21358,35693,18.3
31934,65219,7.9
28889,61610,9.3
25109,41897,12.1
22872,44847,19.9
25245,49157,12.9
23127,48616,19.5
26060,44200,20.1
19107,36218,21.9
23219,41275,14.4
36373,82073,5.7
28722,57565,11.3
29196,50221,13.9
23584,45395,14.1
33281,63989,11.2
20887,35916,15.9
27398,56240,10.2
33159,59509,6.9
27157,52686,12.6
27289,52480,13.1
22303,41953,15.4
26205,49271,13
29761,57281,9.6
28867,50234,12.4
30932,52460,10.3
16940,43926,22.9
24659,43175,13.6
28583,60485,12.8
25893,51354,13.2
25865,46033,14.6
27681,58225,12.4
23814,42519,17.1
23557,47596,17.6
22467,51908,15.8
20052,37571,20.7
19503,55177,20.2
26954,51548,12.1
19738,45949,20.3
21828,42405,19
30941,58455,9
28266,46320,13.3
39911,71811,11.5
31769,62413,10.4
22796,42982,22.6
22229,41694,17.5
22212,42860,15.4
25816,47195,14.2
23542,48755,17.3
20735,40368,20.7
23888,39830,17.2
23167,40567,20.4
28223,59204,12.4
37719,53376,10.8
27065,55925,13.5
28449,53712,12.5
31349,68381,10.4
25661,49233,15.4
21986,41742,16.5
29744,62229,11.7
22334,41815,22.6
23809,46597,17.8
26530,51939,16.4
21208,36257,32.6
19433,43506,22.6
22196,44897,10.6
21115,38550,18.8
23337,44054,12.8
25377,44944,13.5
27787,53119,11.5
24500,47384,12
22843,39564,17.1
28907,65130,6.4
24628,50551,11.1
20754,43276,14.9
28273,57922,9.3
22549,42235,12.6
33712,61721,12.9
24573,53075,9
30657,50438,10.1
25129,45418,15.1
22499,48893,15.7
25287,48090,15.7
22434,47960,14.3
26368,53820,9.8
20462,39963,16.5
21705,46963,16.6
27060,55584,10.3
25275,46994,11.5
26625,55659,9.8
23324,39051,16.4
21849,44149,16.9
25625,53454,11.2
23343,45297,13.6
26514,54930,14
25282,53588,9.4
26271,51339,14
23483,49107,11.7
22974,42389,14.5
24669,49021,11.1
25825,48881,9.7
27607,53363,10.9
23555,40490,13.2
23490,46077,13.6
14710,33333,31.4
24295,43193,21.6
23456,49774,14.4
25941,51615,10.2
27041,45759,10.7
28186,58318,8.7
42041,75457,5.2
24367,47701,12.5
27462,59226,12.4
25751,48538,10.8
24972,50996,13.7
23723,42644,15.9
27141,54090,13.3
22778,45271,12.8
24094,49435,14.3
21004,38658,18.7
25988,52140,10.8
23809,39904,18.8
23500,46559,11.5
26126,52920,9.5
32220,68426,7.6
23032,44869,13.9
25017,49143,11.9
22680,45488,14.5
26252,40833,13.3
27130,54020,13.4
24850,41924,13.8
32020,66159,6.3
37577,75850,5.4
25956,50822,10.6
22888,43070,11.6
26955,51010,12.3
25961,47685,11
17876,37327,17.6
26264,53515,13.1
21627,42156,20.7
18635,31848,22
22815,42493,13.1
23647,38374,22.2
18053,31679,22
16740,31613,24.8
17334,34817,15.5
18685,33771,21.2
17870,38442,28.5
20193,41368,14.6
21720,37895,19.7
17734,27766,18
23261,38522,16.9
19032,32723,15.7
23309,43183,17.7
22527,40376,19
29605,65304,11.2
28174,46085,14.1
21175,36199,20.3
18458,35487,27.3
19901,36999,19.8
23229,42152,15.9
24329,40681,16.1
20622,38411,19
14093,22252,36.3
20391,34842,22.2
19788,31163,15.8
20609,35955,22.9
25846,44173,22.4
20294,41234,13.6
22312,36046,15.3
23209,40064,19.2
26135,41025,15.4
21253,34175,18.8
21312,41859,14.6
20373,33779,19.1
21457,45413,13.2
27957,54854,11.3
21837,40758,17.1
19595,37276,15.9
17843,35769,21.1
17341,28513,24.8
17416,33784,19
20848,39536,19.3
21126,37635,17.7
20704,39206,19.9
19498,39381,18.4
19497,36964,20
17937,27645,25.2
21653,37969,19.7
21852,34702,19.3
24042,42287,16.2
18377,34454,21.5
24758,42774,26
25119,52589,10.2
33850,79488,7.7
25947,55347,13.5
30941,63918,8.6
28212,53237,6.7
24037,50418,15
23475,43257,18.3
26544,42019,11.9
28072,57004,7.5
28505,55864,10.8
25834,64205,6.9
29877,57791,9.9
26797,38438,16.3
27824,53951,8.2
26335,45512,16.1
27948,52008,8.8
35944,77900,6.1
30517,71525,11.3
43444,68078,8.2
25513,58515,13.3
28308,47104,12.1
28764,55461,11.2
