BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207
9422,128330,0.8,25514,34778,0.5,0,1.5,0,0.9,27.8
2536,35159,-1.6,7643,10289,0.7,0,0,0,0.8,26.8
937,11609,5.4,3272,4103,0,0,0,0,0,24.8
6495,114051,-2.4,15850,21027,7,0,7.4,0,0,27.8
31524,429410,3,86102,106754,4.6,0.3,13.3,0,8.4,27.1
10557,179487,1.7,26321,34702,8.8,0.4,4.7,0,0,27.7
11449,171022,1,28223,38807,8.6,0.4,7.2,0,0,27.8
3806,24732,0.9,7862,11290,1.3,0,0,0,0,27
2898,43640,-3.9,6032,8637,9.5,0,3.7,0,8.6,21.4
18765,287991,-0.5,60582,67880,21,0.5,6.4,0.1,11.4,30.9
5894,87331,1.9,15030,20252,7.6,0,3.1,0,2.2,27.5
12879,211322,0.4,48782,55520,11.8,0,12.6,0,25.5,27.7
3877,45457,1.5,11463,15120,0,0,3.4,0,0,29.8
9701,185388,2,23100,30067,7.6,0,10,0,4.8,29.9
21535,381947,3.6,51540,67778,0,0.3,19.5,0,9.4,26
18959,224059,1.4,50713,63391,3.1,0,5.9,0,3.8,25.7
16761,274566,-1.4,40290,52546,2.1,0,7.2,0,5.2,24.3
12332,131388,4.5,36987,45546,2.2,0.3,2.5,0,3.3,25.6
11866,150775,-0.3,35521,43366,9.5,0.5,6.2,0,17.9,25.4
1169,19049,-6.9,2853,4585,6.4,0,0,0,2.3,25.6
9925,184467,0.8,25267,32225,5.7,0,11.1,0,6.4,27.5
3267,31594,-0.2,10930,14840,0,0,2.5,0,0,25.8
13669,200810,0.1,39104,48019,13.1,0.5,5.7,0,14.6,25.9
2487,30169,-1.9,6843,9552,2.7,0,2.8,0,4.6,25.8
15800,248438,-0.3,38835,53235,1.8,2.6,3.6,0.1,24,31.4
58,393,-6.4,357,386,0,0,0,0,0,0
1443,17301,2,3083,4032,0,0,1.4,0,23,26.3
329,5067,-2.2,1008,1513,0,14.4,1.7,0,22.1,26.6
420,3225,-4.7,767,1363,0,0,0,0,18.6,21
1049,12586,-2.8,1913,2745,1.8,0,0,0,0,26.4
45,246,-5.4,102,179,0,0,0,0,0,0
3554,49387,-0.5,12098,15497,0.8,2.2,0,0,42.1,29
1335,21750,5.1,2437,3498,1.2,1.6,0.8,0,16.2,28.4
619,6921,0.9,1495,2244,0,0,0,0,10.2,25.4
98,928,-5.9,156,286,0,0,0,0,38.1,0
9,22,0,52,0,0,0,0,0,0,0
89,791,-1.7,223,310,0,0,0,0,28.4,0
1708,25072,6.7,3071,4313,0.9,1,0,0,0,22.4
698,5264,0.3,1914,3100,0,0,0,0,16.8,27.3
377,0,0,1044,1496,0,0,2.7,0,6.1,49.3
387,4194,-6.3,1006,1320,0,3.7,0,0,36.7,27.7
974,15502,-1.7,4138,5543,0,51.7,0,0,10.8,43.2
47,285,-4,306,409,0,0,0,0,0,0
960,11709,0.7,3189,3801,0,1.7,1.9,0,19.4,32.9
235,1944,1,353,443,0,0,0,0,19.2,16.3
554,6249,-0.6,1899,2628,0,7.4,0,0,37.1,38.9
342,3728,-2,817,1254,0,0,0,0,0,37.3
1654,26762,15.8,7515,8217,1.6,5.3,2.3,0,22.5,35.7
2806,39476,3.8,5381,7809,1.2,17.8,0.9,0,8.5,29.1
441,5828,1.3,1422,1772,0,0,0,0,54.1,29
4714,44633,1.1,15652,20479,0.7,2.5,1.1,0,16.3,33.7
216,2068,-10.8,694,832,0,0,0,0,12.4,0
228,2940,9.9,796,1035,0,0,0,0,30.1,35.3
1083,8521,2,3198,4614,0,4.7,0,0,26.3,33.3
231,1854,-0.2,773,1170,0,0,0,0,0,27
106,934,-4.2,268,456,0,0,0,0,9,16.9
893,9904,-7.3,3233,4183,1.3,3.9,0,0,36.3,25.1
1935,20226,-5.9,4878,8470,0.6,0.6,3.1,0,5.2,20
485,5159,5.9,1130,1601,0,4.1,0,0,0,26.4
40969,767816,3.5,141658,152145,5.2,0.7,9.8,0.3,9.4,29.3
1596,15974,3.9,4996,6722,0,0,2.6,0,3.2,27.4
1098,20724,-0.5,2327,2947,1.4,2,2.7,0,0,28
14,0,0,59,75,0,0,0,0,0,0
45,1765,11.4,117,78,0,0,0,0,0,0
406,7123,-1.5,865,1115,0,0,0,0,0,23.6
96,1499,-2,257,261,0,0,0,0,0,19.5
87,611,-8,280,409,0,0,0,0,0,32.3
771,10812,23.5,2522,3857,1.6,0,0,0,7.6,29.1
59,1080,-3.6,174,342,0,0,0,0,0,32.5
643,6647,-7,2187,3179,0,0,3.8,0,0,29.3
74,1081,7.6,206,223,0,0,0,0,0,0
81,571,0,259,0,0,0,0,0,0,0
11477,167121,2.2,29629,40200,1,0.6,4.6,0,5.2,27.1
185,2639,-7.5,500,893,0,0,0,0,0,0
9409,172571,1.3,17594,24798,0,0,0,0,2.2,29.9
812,11455,-4.8,2534,3326,0,0,0,0,0,29.3
17090,240666,3.4,112552,111028,34.9,1.8,7.5,0,37.6,40.5
4299,72516,-0.4,10051,14023,1.9,1,0,0,0,29
1628,23128,-1.5,3954,5773,0,0.8,1.3,0,0,25.9
1652,19869,-0.1,4175,5453,0,0,0,0,0,20.5
2906,41950,0,6994,9844,1.8,0,0,0,0,0
1816,31960,-1.8,3832,6041,3.2,0,0,0,0,33.5
922,13383,5.6,2760,4554,0,0,0,0,0,25.4
1868,25311,1.2,3920,5287,0,0,0,0,0,24
1707,15388,2.1,5809,7644,0,0,0,0,0,25.5
1035,16389,-0.3,2342,3190,0,0,0,0,0,0
1062,10364,-8,3533,3982,0,0,0,0,1.1,22.6
7512,92683,1.4,20656,26974,5.1,0,0,0,0,32.3
22535,413072,0.2,45745,61402,4.5,0.2,2.9,0,1.3,26.2
1162,10365,-4.5,3044,4622,0,0,0,0,0,29.4
992,10553,1.2,2775,3513,0,1.3,0,0,0,0
1182,13847,-4.4,2808,4272,0,0,0,0,0,0
1344,16417,-0.6,2916,4238,0,0,0,0,0,29.8
1164,11282,-7.5,3374,5192,0,0,0,0,1.4,27.8
197,855,6.6,498,684,0,0,0,0,0,0
1125,11736,-1.2,3316,4193,0,0,0,0,0,27
2453,30639,2,5087,7213,0,0,1.9,0,0,31.8
53226,544525,2.8,249647,253129,20.8,0.9,14.5,0,10.8,33.6
529,4737,-2,1737,1965,0,0,0,0,0,21.1
1254,13143,0.9,3494,4308,0,0,0,0,0,27.4
1418,17233,-2.4,4185,5810,0,0,0,0,0,23.6
17458,344253,1.4,44014,54820,6.3,0,3.5,0,2.7,31.2
1075,15337,0,2478,3642,3,0,0,0,0,30.8
47683,532008,1.7,132134,167931,6.4,0.4,8,0,7.1,25.9
105439,2116201,2.6,219326,307128,8.7,0.6,11.9,0,10.5,30.6
4451,59262,0.1,9333,12552,0,1.3,1.5,0,0,27.8
4859,86672,-0.2,11696,15302,2.3,0,2.5,0,0,26.2
11764,215260,-0.4,26955,36708,4.1,0.6,3.3,0,2,28.6
2844,45004,-0.8,6739,9275,0,0,2.2,0,1.3,28.9
9144,110714,2.1,23743,31562,7.5,0,3.6,0,7.2,29.7
646,8024,-7.2,1802,2965,0,0,0,0,0,25.5
2112,23568,-1.8,5428,7192,0,0,0,0,0,32.7
1439,19113,-0.5,4268,5715,0,0,0,0,0,27.2
2824,19914,-2.9,8809,11542,5.1,0,1.9,0,6.2,27.6
46506,517577,2.2,229249,236900,14.4,1,29,0,16.3,29.6
2985,42626,1.5,8673,10659,2.7,0,2.8,0,1.6,30.5
8929,94961,2.5,33359,37844,7.3,0.4,0,0,0,29
9425,103462,2.8,25962,32878,7.3,0,6.5,0,6.8,26.4
5124,65942,4.3,14938,18851,1,0.2,0,0,0,28.5
3071,49046,-0.4,8489,11967,5,0,0,0,3.2,32.1
560,5305,-2.5,1844,2307,0,0,0,0,0,0
387,4275,18.3,1117,1491,0,0,0,0,0,30.4
718,9130,3.9,1823,2312,1.4,0,1.4,0,0,29.1
1973,26862,1.6,4951,6957,0,0,0,0,0,0
1813,25922,-2.5,5235,6728,0,0,0.8,0,1.4,33.1
48689,557995,1.5,123386,159640,4.5,0.4,4.3,0,7.1,27
1939,18129,-1.6,5518,8500,4.1,0,3.3,0,5.4,0
821,10840,-3.2,2782,3629,0,0,0,0,0,30.5
2346,46909,0.8,7170,9665,0.9,0,5.3,0,0,32.1
4682,44305,-1.1,15868,20802,0,0,2.3,0,3.7,32
2341,30701,-2.6,4651,7410,0,0,0,0,0,26.7
1063,10161,1.2,3710,5205,0,0,0,0,0,32.2
1718,19188,-3.9,4717,6834,1,0,0,0,2.7,28.6
31680,377971,-0.1,92896,120727,8.9,0,5.5,0,10,29.6
787,9408,2.7,2092,2986,0,0,0,0,0,29.9
551,5087,1.2,1880,1797,0,0,0,0,0,0
372,4098,1.6,1982,2650,0,0,0,0,0,24.6
2463,46512,-0.1,5373,7474,4.9,0,0,0,0,26.8
1026,15094,-1,3304,3508,0,0,1,0,0,19.9
1938,24877,-1.3,6288,8375,0,0,1.2,0,0,24.3
1045,12743,-1.8,3238,3769,0,0,0,0,1.8,29.3
964,18696,3.3,2700,3629,0,0,0.9,0,0,27.4
1489,19307,1.1,3243,4815,0,0,0,0,0,25.2
542,6112,1.2,2774,3344,0,0,0,0,0,32.1
6982,123695,2.4,21401,26226,3.3,0.3,2.6,0,1.4,28.1
468,5394,5.7,1955,2366,0,0,0,0,0,0
594,9033,-4.2,2201,2678,0,0,0,0,0,31.4
2364,43251,1.7,6735,8821,0,0,1.3,0,0,28.5
3521,46448,-1.4,12944,16567,0.4,0,0,0,1,28.2
720,13484,6.8,2728,3210,0,0,0,0,0,22.6
2055,26849,2.8,6000,7891,0,0.9,0,0,0.8,28.1
638,9174,1,2261,2709,0,0,0,0,0,26.9
847,12326,0.5,2286,2788,0,0,0,0,0,23.8
32989,667847,1.5,88494,106925,13.6,0.4,2.9,0,1.6,28
1164,15722,3.7,3482,4590,0,0,0,0,0,24.1
807,13565,-0.7,2162,3085,0,0,0,0,0,28
4144,75839,1.5,15548,16117,2.1,0,4.2,0,0,28.9
1859,29932,2.2,4687,6198,2.9,0,0,0,0,28
2571,33635,2.4,10180,12401,0,0,0,0,1.3,29.1
581,9535,1,1508,1761,0,0,0,0,0,21.4
27088,599369,1.5,87914,97456,11.8,0.4,3.8,0,1.8,31.9
939,14806,1.6,2960,3711,0,0,0,0,0,22.3
556,8775,-3.2,1906,2302,0,0,0,0,0,23.2
2755,27828,0.6,10614,13656,0,0,0.3,0,0.4,20.3
3020,48115,-0.3,9451,12073,0,0,2.4,0,1.4,30.1
834,12844,6.7,2387,3112,0,0,0.9,0,0,14.5
20884,456696,-2.1,54764,70352,10.8,0.6,2.3,0,0.8,28.4
1706,39791,1.7,4256,6632,0,0,0,0,0,24.6
459,6920,-0.9,1564,1817,0,0,0,0,0,26.1
268,2828,19.2,869,1247,0,0,0,0,0,24.8
566,8234,-0.8,1627,2048,0,0,0,0,0,27.4
674,8156,4.3,2998,3419,0,0,0,0,0,0
467,5003,0,1897,2188,0,0,0,0,0,21.1
1137,17128,4.3,4966,5012,0,0,0,0,0,15.7
1136,16927,-0.5,3095,4106,0,0,0,0,0,30.5
583,8859,-5.6,1680,2280,0,0,0,0,0,23.8
1281,19193,-3.7,3002,4189,0,0,1.5,0,0,28.1
1063,18844,0.3,4720,5957,0,0,0,0,0,20.2
6083,85433,0.6,14944,20222,1.1,0.2,1.7,0,0,25.8
808,10105,-1.5,2876,3959,0,0,0,0,0,0
2892,46523,0,11470,13656,0,0,0,0,0,29.5
860,15705,1.7,2777,3724,0,0,0,0,0,27.3
5533,83106,-0.6,16810,20283,0,0.5,1.9,0,1.9,27.6
9599,197276,1.7,24064,30867,7.1,0.8,1.9,0,2.1,26
675,11429,7.9,2698,3019,0,0,0,0,0,21.9
5572,87382,0.1,15440,20020,0,0,1.5,0,0,28.2
1130,21005,1.3,3133,3844,2,0,0,0,0,26.5
3992,50938,-2.1,12767,15488,0.5,0,0,0,0,25
298,2406,-0.6,1183,1517,0,0,0,0,0,0
950,15273,3.8,2675,3227,0,0,0,0,0,26.3
2117,36572,2.1,6579,8537,0,0,1.9,0,0.8,32.3
254,3379,-0.4,1035,1187,0,0,0,0,0,0
11473,224561,0.7,31748,37894,10.7,0.3,2.6,0,0.9,29.6
164,1879,1.3,864,1049,0,0,0,0,0,0
383,3655,1.8,2619,2739,0,0,0,0,0,21.5
1736,27530,2.8,5150,7200,2,0,0,0,0,21.5
217,1910,-3.8,812,810,0,0,0,0,0,39.5
1019,10444,-2.5,2905,4723,0,0,0,0,0,0
299,3729,8.3,1096,1612,0,0,0,0,0,11.9
424,3786,2,2120,2903,0,0,0,0,0,34.8
785,11143,1.3,3263,3415,0,0,0,0,0,27.6
411,8049,0.7,1446,1487,0,0,0,0,0,18.7
2969,44275,1.5,9938,12671,1.1,0,1.4,0,0,22.5
646,8448,1.3,2448,3217,0,0,0,0,0,0
728,9470,0.6,1975,2716,0,0,0,0,0,23.5
2639,42940,0.1,6815,9596,2.2,0,2.2,0,0,25.2
1218,22202,-4.6,3887,5162,0,0,0,0,0,30.5
1305,22149,-0.9,3178,3871,0.7,0,0,0,3,28.7
1279,17459,-4.7,3951,5182,0,0,0,0,0,31.6
1140,16520,-4.6,2902,3990,0,0,0,0,0,27.8
982,23185,5.4,2767,3844,0,0,0,0,0.9,0
8291,139224,0.6,23301,29479,3.5,0,1.2,0,0.5,27.4
13388,240741,0.1,37149,46459,6.4,0.2,2,0,0.6,25.4
4135,67464,-7.3,12465,16400,3.2,0,1.2,0,0,22.9
2143,30197,1.3,5897,7544,0,0,0,0,0,20.2
1004,31616,2.6,3430,4617,0,0,0,0,0,26.2
545,9398,0.1,1566,2192,0,0,0,0,0,30.2
137,1601,4.5,697,853,0,0,0,0,0,23.6
3928,73166,1.2,15102,16738,1.5,0,0,0,1.8,29
1414,21494,0,3750,4144,0,0,0,0,0,0
2448,37488,0.9,8752,10069,0.8,0,1.2,0,0,21.3
801,14180,-1.3,2198,2567,0,0,1.9,0,1.3,0
2722,49483,-0.2,7401,9478,0,0,1.2,0,1.9,23
497,7799,6.6,1353,1763,0,0,0,0,0,0
219,2960,-3.8,1378,1533,0,26.4,0,0,0,22
130,833,1.6,383,525,0,0,0,0,0,0
270,2343,3.6,1059,1366,0,5.6,0,0,0,0
167,1375,2.5,481,639,0,0,0,0,0,30.8
894,11117,2.1,1857,2613,0,6.5,0,0,3.3,23.3
289,2349,0.4,673,1018,0,0,0,0,0,0
750,10107,4.7,2834,3788,0,10.7,1,0,0,30.7
458,4609,7.7,1532,2256,0,0,0,0,0,29.4
2458,25835,3,9333,9733,0,2.8,2.2,0,2.4,27.2
1560,20531,1.4,3368,4528,0,5.7,0.9,0,2,0
728,8857,-3.9,2716,2981,0,23.1,0,0,0,24.5
261,3157,-12.2,951,1273,0,0,0,0,0,14.8
73,369,6.3,213,408,0,0,0,0,0,0
5529,69588,1.7,19586,24381,1.6,5.8,2.6,0,2.6,26.8
84,786,0,456,863,0,0,0,0,0,0
2180,31596,-1.7,4610,6799,8.4,2.5,4.4,0,0,26.6
75,1042,-5.4,319,0,0,0,0,0,0,0
341,4081,-4,937,1449,0,8.1,0,0,0,12.4
1382,16456,2.6,4673,5754,0,9.2,0,0,2.1,20.7
920,10688,-1.4,2115,2628,0,0,2.2,0,2,20.4
730,7129,-5.4,2780,2992,0,12.5,0,0,0,20.2
148,890,1.8,505,815,0,0,0,0,0,0
103,1130,16,356,0,0,0,0,0,0,0
1710,22698,-27.4,4191,5925,0,1.2,1.9,0,0,24.3
706,7727,0.1,2093,2536,0,10.7,0,0,0,24
1101,11524,2.1,3520,4627,0,0,0,0,1.6,25.2
123,1108,21.2,332,324,0,0,0,0,0,0
94,703,-15.9,313,469,0,0,0,0,0,0
52,419,-1.4,159,259,0,0,0,0,0,0
103,673,6.2,319,313,0,0,0,0,0,0
225,2614,0.2,1046,1306,0,9.3,0,0,0,20.6
226,2421,0.5,740,889,0,9.1,0,0,0,21.6
535,7637,19.9,1369,1775,0,0,0,0,0,34.2
105,751,1.8,410,534,0,0,0,0,0,0
180,1755,-3.1,665,908,0,0,0,0,0,0
1129,15048,0,2592,4271,0,0,0,0,0,27.3
476,5564,8.7,1516,1620,0,0,0,0,0,0
193,1701,-5.1,627,747,0,0,0,0,0,14.3
166,1871,1.3,746,1110,0,17.6,0,0,0,0
806,8408,-2.4,2974,3798,0,7.4,0,0,0,23.5
571,5510,1.3,2451,2990,0,0,0,0,0,23.7
786,6375,2.6,3620,4438,0,0,0,0,0,19.9
157,4317,3,636,539,0,0,0,0,0,23.9
260,2297,0.4,693,1237,0,0,0,0,0,0
290,3801,0.7,1064,1273,0,0,0,0,0,13.2
799,9773,5.2,2569,3012,0,11.5,0,0,0,27.7
803,7322,1.1,3199,3554,0,4.5,0,0,0,22.6
573,8434,2.9,2178,2155,0,10.9,0,0,2.7,17.6
360,3281,2.7,1370,1598,0,0,0,0,0,22.7
291,2996,-5.3,853,1719,0,6.7,0,0,0,0
1436,22139,-2.6,3803,5541,4.2,11.9,1.7,0,0,19.4
216,3748,-0.8,800,1182,0,0,0,0,0,0
160,1359,3,684,1067,0,0,0,0,0,0
165,2260,33.2,711,634,0,26,0,0,0,0
22949,365176,2.9,58063,72315,6.5,3.7,3.3,0,3.5,27.8
679,7669,5,2228,2825,0,7.3,0,0,0,21
580,6029,0.8,2927,4157,5.9,12.1,0,0,0,0
592,8878,2.6,1833,2274,0,0,0,0,0,0
268,2528,10.6,975,1164,0,0,0,0,0,0
1761,22120,6,4790,6544,0,0,1.3,0,0,21.3
963,11476,-2.4,2589,3749,0,0,0,0,0,27.6
978,12651,-4.9,2809,3686,0,10,0,0,0,25.6
1312,18571,0,4231,4627,1.4,0,0,0,2,21.9
190,1909,6.1,765,1301,0,0,0,0,0,23.1
86,545,5.6,379,413,0,0,0,0,0,15.7
1702,25729,4.7,6260,8169,0.6,11.1,0,0,0,24.3
469,5783,-5.9,1434,0,0,0,0,0,0,0
572,6972,1.4,2685,3856,0,16.6,0,0,0,23.5
1080,13229,-1.1,3065,3992,0,4,0,0,0,25.6
488,7660,3.3,1292,1444,0,0,0,0,7.5,13.4
143,1264,-2.6,448,880,0,0,0,0,0,0
18583,322777,1.5,46906,61112,4.3,5.4,2.7,0,2.3,25.9
919,8705,8.3,5077,5689,1.5,8.6,0.9,0,0,24.7
1192,19631,1.8,3163,4462,0,7.1,0.9,0,0,21.6
238,1580,1.2,843,979,0,0,0,0,0,21.3
284,2796,7.5,792,942,0,0,0,0,0,19.5
809,8905,2.6,1532,2119,0,0,0,0,0,20.2
521,3896,-0.7,1094,1761,0,0,0,0,0,0
2081,25350,1.5,5510,7157,0,0,3.4,0,0,29.3
11118,132173,6.1,28103,36997,0.6,0.6,3.6,0,2.7,28.9
1445,13529,0.8,2684,4221,0,0,2,0,0,22.7
905,7705,2.8,2587,4017,0,1.1,0,0,0,27.5
1569,17480,-0.7,3520,5034,0,0,0,0,0,30.2
479,3780,-6.8,1387,2236,0,0,0,0,0,29.2
660,5077,9.3,1790,2490,0,1.2,0,0,0,26.4
6078,53397,3.8,15397,21423,0.3,1,1.6,0.1,1.8,26.2
2411,27741,3.1,5697,9160,0,0,1.8,0,0,23.6
72,755,30.2,100,164,0,0,0,0,0,0
236,1379,0.7,492,791,0,0,0,0,0,0
185,1200,-1.6,531,914,0,0,0,0,0,30.2
975,9506,2.6,1788,2251,1.7,0,0,0,6,23.2
5861,66354,5,16219,21865,0,1.4,1.1,0,4.6,29
358,3581,2.7,974,1466,0,5.6,0,0,0,32.6
1899,20079,1.2,5578,8002,0,1.8,0,0,0,25.4
1530,16433,1.2,3353,5675,1.2,3.6,1.1,0,3.8,26.8
191,1163,0.1,478,0,0,0,0,0,0,0
9538,117026,3.5,22051,32627,0.6,1.4,2,0,2.1,30.6
1562,13527,1.8,3278,5268,0,0,1.7,0,0,28.3
2437,32742,0.8,5715,8697,0,0,1.7,0,2.8,28
712,8023,-1.5,1329,1944,0,0,2,0,0,0
7685,95058,3.6,15789,23677,0.6,0,3,0.2,6.6,27.2
179,2725,5.5,506,456,0,0,0,0,0,0
25361,390372,1.8,62224,75230,3,0.8,6.2,0.2,3,31.6
1336,12758,11.1,3911,5614,0,1.8,0,0,4.3,28.8
52,426,16.7,108,146,0,0,0,0,0,0
704,6371,3.2,1831,2757,0,0,0,0,0,32.9
1533,21299,1.5,3399,4934,0,0,0,0,4.6,27.8
750,6991,1,1553,2282,0,0,0,0,0,23.7
356,1535,-5.3,758,890,0,0,0,0,0,0
704,7080,0.8,1262,1828,0,0,0,0,0,22
14380,236283,0.5,33720,43601,0,0,7.3,0.2,4.7,32.9
29,150,-5.7,141,122,0,0,0,0,0,0
2315,25887,-3.8,5581,7866,0,0,0,0,0,25
1902,27938,2.9,6356,8687,0,0,0,0,0.6,0
33583,696023,0.5,74402,95698,5.2,0.2,3.1,0,1,27.6
1339,14471,0,3490,4908,0,0,0,0,0,25.5
3430,49161,-1.1,8495,11685,3,0,0,0,0,26.5
1043,13299,1.1,3245,4459,0,0,0,0,0,0
8246,148933,0.3,23771,30325,3.4,0,1.7,0,5.5,27.3
3212,52021,2.8,6055,8728,0,0,0,0,0,27.3
1394,19556,-5.3,3580,5145,0,0,0,0,0,22.8
18930,245793,-1.6,49858,65114,1.5,0,3.5,0,2,24.9
4766,79977,0.6,11475,15493,0,0,0,0,0.6,27.3
3337,48133,-2.4,6190,9667,1,0,1.5,0,0,24
113,1579,-4.8,242,513,0,0,0,0,0,0
1134,13291,-3.3,3280,5149,2,0,0,0,0,28.1
3252,44783,0.8,9288,11078,0.8,0,2,0,0.9,25.5
13950,239228,4.5,39966,49835,2.3,0,2.8,0,1.4,26.5
937,10918,0.5,2443,3460,0,0,0,0,0,0
2004,26252,-2,4181,5353,0,0,0,0,0,26.1
759,10950,-2.3,1859,2479,0,0,0,0,0,24.6
1373,22851,-0.5,3181,4929,0,0,0,0,0,25.1
2031,27581,1.6,5380,6868,0,0,0,0,0,21.5
5733,114225,-1.1,14747,19279,1.5,0,2.4,0,0,22.5
6728,142209,-0.2,15201,19512,7.9,0.4,3.9,0,0,24.3
12628,210571,2,38838,47789,8.4,0,5.5,0,0,28.4
881,13828,-11,1606,2598,0,0,0,0,0,0
6229,113617,-2,13801,19610,3.2,0.3,0,0,1.2,23.5
2679,35252,-2.8,6146,8796,1.5,0,0,0,0,23.5
101,1068,-8.4,310,389,0,0,0,0,0,0
3022,47802,3.5,8745,10759,0,0,0,0,1.1,27
274,0,0,950,1238,0,0,0,0,0,25.3
756,14579,-3.7,1558,2203,0,0,0,0,0,24.7
821,9809,-5.4,2491,3587,0,0,0,0,0,24.6
1902,25453,-8.9,4969,6934,0,0,0,0,0,20.2
1159,13465,-0.9,2961,4071,0,0,0,0,0,24.8
460,5385,3.7,1769,1879,0,0,0,0,0,28.8
5402,96226,0.7,11625,15566,0.7,0,0,0,0,23.5
12266,213446,-0.2,39855,46957,1.6,0,2.1,0,1.9,25.4
1975,26783,-0.4,4826,6538,0,0,0,0,0,27
2634,43681,-1.5,7968,10145,0,0,1.6,0,0,23.4
8437,165363,-1.1,21126,27183,4.6,0,3.5,0,8.3,29.5
7175,129227,1.3,16441,22566,1,0,1.9,0,2.8,23.6
2850,46696,-1.1,6204,8851,0,0,1.6,0,1.1,28.3
1062,14014,1.7,2130,3083,0,0,0,0,0,21.1
2806,45046,0.9,6338,9694,0,0,0,0,0.5,25.6
948,13983,4,2609,3349,0,0,0,0,0,28.8
3360,44388,1.3,9813,12976,6.4,0,3.6,0,0,27.4
25988,480721,1.4,66225,84682,3.3,0,4.6,0,0,25.9
458,14458,4.8,1047,1353,0,0,0,0,0,0
6208,96900,1.6,17157,21066,3.2,0,0,0,4.3,28.3
1657,23134,-0.9,4462,6016,0,0,1.3,0,0,26.1
777,6249,0.3,2822,3477,0,0,0,0,0,25.6
27239,582474,-2,80370,88140,22.5,0.6,9.6,0.1,7.8,31.8
888,7756,0.7,3736,4969,4.6,0,0,0,2.9,25.3
349,4212,2,1263,1793,0,0,0,0,0,26
2804,40381,-1,6645,8794,0.6,0,1.8,0,0.9,27.7
861,14441,2.9,2887,3706,0,0,1,0,0,19.8
1702,18776,-6.7,4552,6162,0,0,0,0,0,27.1
160,1233,-1.8,484,0,0,0,0,0,0,0
887,7097,2.7,3180,4827,0,0,0,0,0.9,21.5
890,11332,-2.4,2535,3288,0,0,0,0,0,22.5
879,14919,-0.3,2658,3343,0,0,0,0,0,24.2
1205,16494,-2.3,2905,3755,0,0,0,0,0,18
952,13988,-0.5,2174,2563,0,0,0,0,0,25.3
5037,82272,-3.3,12102,16589,0,0,0.5,0,0.8,23.2
1311,12236,-0.3,3840,5809,0,0,0,0,0,26.8
8669,123087,0.3,20906,29746,1.2,0,1.3,0,0.3,25.2
646,11026,1.6,1819,1865,0,0,0,0,0,0
8578,159069,-0.5,24995,33591,0,0,1.9,0,1.6,29.1
1231,12710,3,4166,4937,0,0,1.1,0,1.6,33.9
4638,68044,1.4,11127,16759,0.6,0,2,0,1.7,24.6
2710,29934,-0.8,7428,9794,1.7,0,1.4,0,2.2,24.3
15524,254490,1.2,39945,51806,5.5,0.5,2.6,0,9.7,28.1
3723,40756,2.6,11092,14253,0.7,0.4,1.1,0,1,26
335,4387,2.7,1393,1385,19.1,0,0,0,0,33.4
2674,47188,-0.9,9909,11931,11.2,1,1.8,0,2.4,31
125,1628,7.6,482,410,0,0,0,0,0,0
3650,54617,2,11711,13212,5.7,0.4,1.1,0,0.8,25.8
262,3069,-1.8,762,0,0,0,0,0,0,0
353,4756,0.4,1389,1450,20.8,0,0,0,0,32.9
4800,49929,0.8,14067,16367,7.4,0,1.7,0,2,25.5
2722,39368,0.2,11146,12070,13.4,0.3,2.4,0,0,28.3
238,3373,3.1,889,1038,0,0,0,0,0,0
12138,183068,1.8,33229,38458,9.9,0.3,1.3,0,1.4,27.3
975,16743,1.4,2444,3432,0,0,1,0,0,26.3
527,6709,4.4,1545,1724,0,0,0,0,0,23
691,12171,4.7,2260,3159,15.7,0,0,0,0.8,0
477,5454,4,2077,2730,30.1,0,1.9,0,0,35.4
730,7380,-4.3,2824,3261,20.4,0,0,0,0,23.5
1101,18394,6.8,3749,4540,0,0,0,0,0,29.7
478,8647,0.2,1531,1647,0,0,0,0,0,20.2
2113,24523,0.7,8650,9692,15.6,0.3,0,0,2,29.6
312,4455,-2.8,1346,1797,0,0,0,0,0,0
290,4676,4,1330,1148,32.6,0,0,0,0,34.1
3051,55467,1.5,8618,10444,19,0,2.2,0,1.1,28
1762,17817,-0.4,5087,6934,9.9,0,0.4,0,0,29.7
12255,212945,1.4,33938,42400,7.8,0.4,2.2,0,3.1,26.4
1350,22463,0.2,3843,5272,13.3,0,1.3,0,1.6,25.7
340,3405,1.1,1139,1787,29.8,0,0,0,0,27.9
8213,98267,3,21976,28117,4.7,0.5,1.9,0,1.5,23.6
560,5842,12.8,1451,1375,26.8,0,0,0,0,29.6
1082,14796,-1.1,3895,4840,0,0,1.6,0,0,28
1230,16615,9.5,4893,5111,9.3,0,1.6,0,1.7,23.4
935,16339,-2.4,3148,3863,12.1,0,1.7,0,0,29.3
189,1769,-3.6,871,652,0,0,0,0,0,17
6168,92583,4.7,18292,22886,5.5,0.4,1.9,0,1.5,24.1
506,6965,-5.4,1604,2155,18.4,0,1.9,0,0,22.8
328,4791,1.6,934,877,0,0,0,0,0,15.8
88,960,-4.1,511,866,28.7,0,0,0,0,0
710,10824,-2.4,1805,2650,0,0,0,0,0,23.6
1448,19716,-1.6,4474,6027,2.6,0,0,0,1.2,27.6
1650,25573,1.2,4912,6302,35.2,0,1.3,0,0.5,34.1
