BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207
820,12923,-4.2,1935,2912,0,0,3.3,0,0,28.4
140,1218,3.8,463,0,0,0,0,0,0,0
111,914,1.3,233,240,0,0,0,0,0,39.6
359,4585,2.2,758,828,0,0,0,0,0,14.6
452,5105,-4.2,1120,1663,0,0,0,0,0,16.6
143,1070,3.8,303,378,0,0,0,0,0,0
176,1791,3.8,442,705,0,0,0,0,0,0
265,2618,-6.1,1070,1278,0,0,0,0,0,31.5
154,1139,-3.2,350,563,0,0,0,0,0,0
132,893,4.4,490,609,0,0,0,0,0,35.6
168,2023,-4.6,399,463,0,0,0,0,0,0
245,1773,3.1,515,641,0,0,0,0,0,0
561,8174,1.1,1693,2463,0,0,0,0,0,0
387,3515,1.8,758,1333,0,0,0,0,0,18.8
104,630,3.1,232,296,0,0,0,0,0,30.4
1629,22442,-6.2,3872,5199,0,0,0.6,0,0,30.9
190,1374,-2.4,404,348,0,0,0,0,0,0
269,2596,0,628,724,0,0,0,0,0,0
1568,20159,-0.4,3140,3595,0.8,1.1,1.9,0,0,28.7
199,1508,4.1,581,427,0,0,0,0,0,52.9
99,1105,10.9,292,199,0,0,0,0,0,0
276,2011,4.3,805,0,0,0,0,0,0,0
1566,27280,0.7,3472,0,0,0,0,0,0,0
191,1345,7.5,434,0,0,0,0,0,0,0
11751,221272,2.8,30510,38736,4,1.1,3.1,0,2.7,27.9
556,9890,-0.7,1297,1640,0,2,0,0,0,19.2
4259,75553,-0.9,9615,12500,2.7,0.8,1.9,0,3,31.4
105,685,1.3,272,0,0,0,0,0,0,0
259,2014,3.7,435,727,0,0,0,0,0,37.6
146,945,0.2,336,488,0,0,0,0,0,0
129,643,-0.9,398,446,0,0,0,0,0,22
60,408,5.2,185,167,0,0,0,0,0,0
136,1163,11.2,392,529,0,0,0,0,0,17.2
490,4562,1.7,1459,2257,0,0,0,0,0,19
333,2834,-2.5,799,997,0,0,0,0,0,20.2
119,922,-4.4,326,0,0,0,0,0,0,0
134,866,-1.1,538,645,0,0,0,0,0,21.7
60,300,7.5,145,145,0,0,0,0,0,0
212,1480,-3.5,456,532,0,0,0,0,0,0
86,533,1.7,196,360,0,0,0,0,0,20.8
245,3374,-2.3,599,0,0,0,0,0,0,0
87,439,-8.7,273,259,0,0,0,0,0,0
3047,67688,1.8,7373,8571,14.5,2.6,2.6,0,6.2,27.1
317,4138,-4.5,1525,1974,0,0,0,0,0,17.6
238,3121,3.1,1390,1452,0,0,0,0,0,25.6
317,3289,-1.4,1365,1646,0,0,0,0,0,30.4
132,1804,-0.7,458,795,0,0,0,0,0,30.7
867,14621,7.5,3208,4480,0,0,0,0,1,24.2
146,1038,2.1,769,878,0,0,0,0,0,0
514,6923,-5.7,1494,1696,0,0,3.7,0,0,29.4
2983,76345,7.2,7102,9122,1.9,0,2,0,0.5,27.3
377,5450,-2.7,1310,1664,0,0,0,0,0,25
1387,23282,-2.3,2497,3966,0.6,0,1.7,0,0,19.8
736,14364,11.7,1952,2721,1.7,0,0,0,0,25.2
96,843,7.9,605,923,0,0,0,0,0,25.5
227,3135,-2.3,570,0,0,0,0,0,0,0
285,2409,2.5,1223,1412,0,0,0,0,0,23.2
1044,15471,2.8,4307,5198,0.9,0,0,0,0,23.6
189,1917,3,823,1008,0,0,0,0,0,23.4
286,3706,2.1,750,1094,0,0,0,0,0,0
866,13792,0.6,2413,2797,0,0,0,0,0,25.1
1638,23289,-2.6,5212,6225,0,0,0,0,0,21.6
80,578,1.9,404,0,0,0,0,0,0,0
232,5819,0.6,561,874,0,0,0,0,0,0
409,4918,-2.2,1751,2273,0,0,0,0,0,0
230,2957,3.7,1151,1714,0,0,0,0,0,22.2
1315,23451,1.2,3230,4321,7.2,0,3.7,0,2.2,27.4
744,10685,-1.1,2204,3252,0,0,2.2,0,0,25.4
246,2541,-5.3,1175,961,0,0,0,0,0,20.3
193,3153,-0.5,812,690,0,0,0,0,0,21.7
165,1723,-1.3,619,595,0,0,0,0,0,0
110,1294,11.7,582,946,0,0,0,0,0,0
2267,41440,0.8,5386,7007,2.6,0,2.6,0,0,23
127,843,-0.8,838,652,0,0,0,0,0,0
43,288,-10,314,302,0,0,0,0,0,13.6
182,1552,-2.7,883,1197,0,0,0,0,0,37.4
8450,156335,5.3,21120,26074,0,0,2.6,0,2.4,27.2
249,2092,1.7,1303,1330,0,0,0,0,0,0
823,8566,-4,2221,3192,0,0,0,0,0,24.7
1154,14664,2.1,3151,4120,2.9,0,1.6,0,0,0
129,1592,7.5,295,367,0,0,0,0,0,21.5
87,787,-15,379,0,0,0,0,0,0,0
214,1318,3,1294,1613,0,0,0,0,0,30.3
365,3899,0,1312,1794,0,0,0,0,0,21
719,9310,-0.5,2631,3297,0,0,0,0,0,19.5
498,6042,1.6,1931,2172,0,0,0,0,0,0
163,1283,1.6,984,1215,0,0,0,0,0,18.9
521,5060,-3.3,1846,2412,0,0,0,0,0,28.4
127,3531,30.6,447,581,0,0,0,0,0,0
2309,35982,3.8,5405,7635,5.2,0,3.5,0,0,24.1
457,5817,-4.9,1415,1872,0,0,0,0,0,24.2
287,3916,-2.1,1052,1502,0,0,0,0,0,22.1
273,4076,3.7,1644,1600,0,0,0,0,0,0
1018,15968,-4.7,2430,3321,0,0,1.9,0,0,22.1
204,2093,3,1064,1047,0,0,0,0,0,20.2
77,1043,-1.5,307,176,0,0,0,0,0,0
970,14636,-5.6,2342,3254,1.9,0,0,0,0,0
102,1400,-5,887,0,0,0,0,0,0,0
19270,401108,2.3,50359,62990,8.5,0.4,2.6,0.1,1.9,26.9
1045,14487,0.5,4020,4184,1.6,0,0,0,0,27
411,4345,2.3,1379,2074,0,0,0,0,0,0
3014,49837,-9.5,9266,12369,2.5,0.2,1.3,0,0.9,24.6
174,1519,-5.1,812,833,0,0,0,0,0,31.3
466,7535,6.8,2134,3121,0,0,1.6,0,0,30.3
224,1875,17,1066,1335,0,0,0,0,0,0
1144,21700,1.3,3878,5525,0,0,0.7,0,0,25
221,2508,6.9,794,916,0,0,0,0,0,0
100,1327,-4,420,382,0,0,0,0,0,21.2
110,1114,4.6,520,794,0,0,0,0,0,0
333,4243,-3.9,1171,1756,0,0,0,0,0,21.9
119,1297,4.5,910,1192,0,0,0,0,0,10.2
308,2653,-13.4,1643,1809,0,0,0,0,0,0
158,1809,-1,563,708,0,0,0,0,0,0
488,6903,13.4,1760,2072,0,0,1.2,0,0,23
140,1098,1.6,493,0,0,0,0,0,0,0
1655,21774,-0.8,5430,6400,0,0,1.3,0,0,27.2
172,1526,7.2,667,884,0,0,0,0,0,0
358,7285,1,1176,1597,0,0,0,0,0,8.5
647,8675,1.4,2131,2723,0,0,0,0,0,0
162,2460,0.1,464,551,0,0,0,0,0,0
446,6947,0.9,1145,1415,0,0,0,0,0,36.5
2096,34149,0.7,4216,6657,0,0,1.2,0,0,23.2
160,1470,2.4,888,1321,0,0,0,0,0,0
163,1047,-4.8,517,657,0,0,0,0,0,0
361,3552,11.7,1469,1962,0,0,0,0,0,24.9
61,473,-19.6,421,440,0,0,0,0,0,0
365,5530,11.3,1436,2213,0,0,0,0,0,0
120,1224,-6.3,855,1131,0,0,0,0,0,32.2
204,2286,2.6,900,825,0,0,0,0,0,33.8
533,9894,0.6,1718,2567,0,0,0,0,0,24.1
154,2068,-1.1,758,1107,0,0,0,0,0,0
560,6266,3.9,1608,2018,0,0,0,0,0,16.9
910,13444,7.5,3037,3927,1.3,0,0,0,0,15.7
76,546,-0.7,495,0,0,0,0,0,0,0
357,7908,34.3,1184,1306,0,0,0,0,0,34.3
1224,11331,7.9,4772,5558,1.5,0,1.3,0,0,32
117,1308,1.9,758,790,0,0,0,0,0,0
47,352,-9.3,278,317,0,0,0,0,0,0
182,1776,8,796,788,0,0,0,0,0,19.2
656,9465,-16,1373,1980,0,0,0,0,0,17.5
1354,19720,-5.5,2844,3975,0,0,0,0,0,30.7
170,1533,-1.2,870,1151,0,0,0,0,0,0
1452,20057,2.1,4387,4845,0.9,0,1.4,0,0.5,22
18,125,-1.6,134,207,0,0,0,0,0,0
218,2572,4.8,953,1535,0,0,0,0,0,0
489,7148,-4.4,1405,1823,0,0,0,0,0,18
373,4954,-9.9,1351,1438,0,0,0,0,0,16.5
872,20690,-1.7,3163,3475,0,0,0,0,0,30.9
878,11978,3.9,3031,3314,1.4,0,1.1,0,1.1,24
361,7393,1.8,1173,1491,0,0,1.7,0,0,21.7
198,1100,7.4,1164,0,0,0,0,0,0,0
622,9283,-2,1764,2350,0,0,0,0,0,23.9
198,1456,-5,894,861,0,0,0,0,0,0
226,2312,0.8,872,1089,0,0,0,0,0,12.2
79,618,0.7,476,580,0,0,0,0,0,24.7
272,4666,2.3,700,925,2.8,0,0,0,0,21.9
2902,49016,5.1,8455,10027,3.9,0,1.6,0,0.8,22.2
241,2779,-0.1,739,0,0,0,0,0,0,0
268,3826,-0.2,1208,1555,0,0,0,0,0,18.6
210,2473,0.6,653,911,0,0,0,0,0,27
633,10141,3.4,2264,2920,0,0,0,0,0,30.7
84,666,12.5,420,0,0,0,0,0,0,0
529,6620,6.5,2044,2222,0,0,0,0,0,20.9
1130,13159,3.1,4137,4289,0,0,0,0,1.4,25.4
325,3515,-0.3,1083,1167,8.7,0,0,0,0,0
2094,35665,7.4,7976,8540,0,0,1.4,0,3.1,31.8
258,2835,0.8,1523,1750,15.2,0,0,0,0,31.4
728,8671,0.8,2296,2686,0,0,0,0,0,0
602,6768,1.9,1894,2283,0,0,1.8,0,0,29.6
233,3409,5.2,824,951,0,0,0,0,0,0
2419,36027,1.3,7956,8954,7,1.2,4.5,0,1.5,26.5
6313,107774,-1.5,19540,21540,17,0.6,1.9,0,1.2,25.5
4342,70446,3.5,12556,13926,12.3,0.8,1.8,0,0,29.1
180,1654,-0.5,576,753,0,0,0,0,0,0
155,1495,11.2,648,815,0,0,0,0,0,0
188,1580,4.8,659,904,0,0,0,0,0,14.3
254,2821,-3.2,746,881,0,0,0,0,0,30.1
363,4267,1.7,1112,1272,0,0,0,0,0,22.9
418,5247,-9.3,1781,2065,0,0,0,0,0,26.4
12087,249626,6.7,36253,42945,26.9,0,2.9,0,2.5,28.7
126,1122,12.9,438,284,0,0,0,0,0,0
247,3305,0.9,1261,1613,0,0,0,0,0,13.9
516,6517,5.3,1594,2072,0,0,0,0,0,0
384,3979,1.5,1399,1383,0,0,0,0,0,26.2
171,1926,14.3,1010,1197,0,0,0,0,0,0
1711,29877,-0.3,6110,7677,18.6,0,4,0,2.1,28.7
527,9784,7.9,2154,2500,18.1,1.6,0,0,0,24.4
244,2699,-0.3,806,903,0,0,0,0,0,0
11630,178459,-1.3,40210,45343,12.5,0.6,5.2,0,8.4,24.9
658,7149,4.4,1806,2005,6.3,0,3,0,0,28.4
8326,129636,3.7,21781,24229,12.3,0,2.3,0,2.4,24.2
1842,28398,-0.4,6714,7950,2.3,0,3.4,0,0.7,23.9
358,3438,6.8,832,1243,3.1,0,0,0,4.7,27.5
1018,14521,0.3,2755,3441,0,0,1.5,0,0,24.1
1654,19448,2,8757,10689,3.4,0.4,1,0,3,26.2
212,2421,-2.6,712,968,37.6,0,0,0,0,36
452,5182,0.5,1745,1729,25.7,0,0,0,0,0
819,10944,2.9,2251,2853,19.9,0,0,0,1.8,28.1
8669,164374,4,34136,27165,28.9,0.7,5.2,0,4.1,30.4
4180,63093,2.7,12275,14399,17.3,0,1.8,0,0.8,30.9
692,11040,-2.8,2248,2269,9.7,3,0,0,0,27.5
370,4164,-1.1,1447,1663,12.3,0,0,0,0,31.4
3147,47643,2.8,7650,9586,10.8,0,1.8,0,1.1,27.8
130,2049,-8.9,540,484,0,0,0,0,0,38
414,5845,1,1405,1570,0,0,0,0,0,30.9
481,4416,-0.7,1360,1490,0,3.8,0,0,0,0
674,7660,4.5,3167,2807,8.1,0,0,0,7.6,20.1
943,21116,4.2,3955,4404,24.3,0,0,0,3.2,36.4
119,1146,-2.4,787,769,0,0,0,0,0,29.6
319,5977,5.8,1431,1375,40.3,0,0,0,0,40.1
714,13888,-4.7,3266,3722,45,0,3,0,0,31.8
1602,23819,5.5,5606,6291,20.8,0,1.3,0,1.9,24.3
954,12683,1.9,4263,3997,17,0,1.7,0,1.1,28.1
1315,23119,0.5,3824,4409,17.5,0,0,0,0,18.7
6153,72584,0.6,22693,23681,5.9,0,1.8,0,3.2,26.2
2280,34973,2.9,9305,11255,0,0,0.9,0,1.6,27.5
85,522,3.8,323,382,0,0,0,0,0,0
3008,51560,5.2,7805,9874,5.9,2,2.1,0,0,18.7
327,4129,3.7,1458,1453,8.6,0,0,0,0,0
1045,10590,1.1,4209,4708,7.8,0,5.8,0,0.9,21.5
728,9040,0.2,2026,2321,0,0,0,0,0,34
644,7707,4,2944,3407,19.1,0,1.2,0,0,26.3
807,10854,-2,2668,2703,14.9,0,0,0,0,31.8
544,11049,4.4,1623,1937,23.2,0,0,0,4.1,32.7
188,1776,-2.5,640,812,0,0,0,0,0,0
191,2666,-0.2,759,985,0,0,0,0,0,23.1
295,4502,11.7,659,820,0,0,0,0,0,0
8323,71779,3,24948,32205,1.2,0.5,1.5,0,0,28.3
3928,53041,-1.2,10054,12647,0.4,0,2.2,0,0.7,26.8
12730,193082,-1.7,30906,40792,1.3,0.3,1.9,0,1.2,26.7
1036,5322,1,3695,4468,4,0,0,0,0,28
18277,275283,0.4,56791,68102,3.6,0.3,2.7,0,5.9,29.7
1584,19917,2.5,5922,7193,0,0,0,0,0,31.2
9661,167480,1.9,23446,31456,4.6,0,3,0,4.8,28.5
3562,57927,1.7,12700,15970,1.9,0,3.4,0,0,32.7
42829,836076,2.8,125980,154765,2.7,0.3,6.2,0.1,2.8,31.1
934,4400,11.4,2322,3017,0,0,0,0,0,24.3
19597,329894,2.6,52921,68025,2.9,0.3,6.2,0,1.5,30
11922,156526,3.4,35386,45079,2.8,0,2.2,0,1.1,29.2
20121,588364,0.4,49184,55613,11,0.7,7.8,0.1,8.3,29.5
17635,281520,0.8,49892,64114,2.4,0,3.8,0,2.8,28.2
1613,24448,1.1,3087,5071,0,0,0.6,0,0,26.9
13750,220926,4.2,39029,49600,9,0.4,4.6,0,3.2,31.4
19782,310635,-0.5,62218,76111,17.3,0.3,6.1,0.1,2.2,30.7
12280,284084,0.2,41444,42272,34.6,0,5.9,0,2.1,37
1688,17437,-4.8,6181,7554,13,0,0,0,0,33.4
585,6977,6.6,2508,2942,0,0,0,0,0,31.7
4255,49243,1.1,11771,15984,2.1,0.5,1.6,0,2.2,27.2
1784,25767,0.8,5613,7583,0,0,2.1,0,0,0
2622,32448,-0.5,9636,11011,29.3,0,4.7,0,2.2,30.3
717,8789,-6.1,2384,2942,0,0,0,0,0,30.5
5955,83799,1.1,17140,21430,5.9,0,3.3,0,3.6,31.1
906,11070,0,2394,3478,0,0,0,0,0,23.5
5319,69217,1.9,15918,20260,9.2,0,3.7,0,0,34.3
8946,165518,5.3,24634,30899,14.9,0.6,13.5,0,2.6,30.1
636,7070,-0.6,1808,2694,0,0,0,0,0,25.5
26739,419956,1.5,103731,115471,12.4,0.7,12.1,0.1,10,32.4
14281,243260,1.1,71062,72759,54.5,0.9,6.2,0.1,8.8,37.8
1348,11508,3.8,4621,5701,0,0,0,0,0,31.3
366,3518,-0.1,1447,2099,11.9,0,0,0,0,20.7
1928,28844,-5.2,6594,7383,7.4,0.6,3.3,0,1.1,37.4
1467,17139,-3.3,4246,5247,0,0,0,0,0,24.6
3426,58628,1.7,8180,11240,3.9,0,2.1,0,0,26
2530,36976,0.2,5987,8539,9,0,0,0,2,23
2109,17295,2.5,4878,7514,0,0,0,0,0,0
2678,43936,-1.6,5969,9596,0,0,0.7,0,0,22
2000,21157,1.5,4148,6174,0,0.6,0,0,0,23.3
10902,158929,0.5,26119,34968,0,0.6,1.1,0,0.6,29
821,9064,-0.3,2389,3271,0,0,0,0,0,26.7
2191,16236,-2.7,7451,8513,0,0.5,0.6,0,0,24.1
3219,45311,3.4,8198,12364,0,0,0.8,0,0.9,26
1701,13515,0.1,5681,7104,0,0,0.5,0,0,18.6
1394,8512,0.8,4587,6598,0,0,0,0,0.8,22.4
1287,14320,3.6,4268,6099,0,0,0,0,0,21.6
4104,57343,-1,9215,14132,0.3,0.6,1,0,0.9,24
439,4304,-6.6,1179,1957,0,0,0,0,0,23
903,12658,-2.8,3109,4666,0,0,0,0,0,24.8
1172,13570,0.7,3294,4351,0,0,0,0,0,20
956,8423,-0.7,3756,5089,0,0,0,0,0,29.7
836,7039,-3.9,3649,4460,0,0.8,0,0,0.6,21.5
5440,50703,-1.5,16248,23144,0,0,0,0,0.5,27
193,1191,10.3,729,935,0,0,0,0,0,20.4
234,1715,2.9,569,550,0,0,0,0,0,0
2228,34216,3.7,7703,10312,0,0,0.3,0,1.4,25.6
788,9713,2.2,1965,2468,0,0,0,0,0,27.5
547,3346,-6.9,2083,2720,0,0,0,0,0,26.9
329,3135,-1.4,914,1263,0,0,0,0,0,28.2
195,1722,-1.6,389,819,0,12.6,0,0,0,0
869,9487,3,3643,3906,0,0,0,0,0,29.7
2245,30719,-2,5549,7382,0,1.5,0.6,0,1.9,30
443,3039,0,1650,1918,0,0,0,0,0,24.6
3610,51314,-2,9735,13864,8.9,0,1.7,0,1.2,28.7
808,11025,1.2,2476,3288,0,0,0,0,0,18.9
2630,50801,5.9,6582,9618,0,0,1.6,0,0,30.5
737,6650,-4.9,3016,4140,3.3,0,0,0,1.5,0
792,7728,3.8,2570,3623,0,0.7,0,0,0,28.1
754,4759,2.2,1899,2810,0,4.2,0,0,0,30.2
808,8921,1.5,1987,2932,0,4.9,0,0,0,23.2
512,5581,4.9,1739,1926,0,0,0,0,0,22.9
1306,14359,-7.4,5142,6314,0,0,0,0,1,28.1
302,3269,4,832,1223,0,0,0,0,0,0
1064,11848,-0.5,2015,3284,0,0,0,0,0,0
883,12202,-4.5,1435,2614,0,0,0,0,0,0
2034,38507,3,7000,8089,3.4,0,1.4,0,0,30.9
1469,14583,7.6,3489,4688,0,0,0,0,0,24.4
7745,114923,1.1,28250,33627,13.2,0.7,1.6,0,0.9,35.7
394,3553,4.2,1600,2319,0,0,0,0,0,0
404,4211,-1.7,841,1661,0,0,0,0,0,29.6
3305,42016,2.4,8953,10504,0.3,0,0,0,0,24.5
746,10517,-2.9,2285,3047,0,0,0,0,0,25.7
780,10601,-1.9,2806,3465,0,0,0,0,0,25.3
876,8650,-0.7,1863,2558,0,0,0,0,0,24.1
959,10579,0.2,2267,2973,0,0,0,0,0,0
6129,103894,2.5,18469,22700,0,0.8,4.4,0,2.2,31.3
884,10910,1.7,3184,3731,0,0,0,0,0,31.9
612,6319,8.2,1532,2631,0,0,0,0,0,30.3
356,2541,4.7,732,993,0,0,0,0,0,0
1399,22174,-1.4,3530,4533,0,0,2,0,0,30.8
2954,49019,1.1,8876,11902,2.8,0,0,0,1.1,29.2
5507,103221,0.6,15771,21093,6,0,2.1,0,0.7,31.7
331,3340,2,1210,1414,0,0,0,0,0,41.6
15615,323594,0.8,43713,52369,6,0.6,2.7,0,2,29.5
63,159,-3.6,152,156,0,0,0,0,0,0
161,1138,1.6,636,805,0,0,0,0,0,15.9
1574,17109,0.6,6300,7591,0,0,0,0,1.2,0
737,4366,9.7,2749,3437,0,0,0,0,0,27.1
1812,22990,0.6,5890,7725,0,0,0,0,0,27.3
4159,47463,0.9,14183,17856,0.3,0.4,1.5,0,0,29.1
162,1431,2.8,335,444,0,9,0,0,0,11
449,1995,0.9,916,1202,0,0,0,0,0,21
18338,281325,3.4,59636,66632,4.7,0.5,3.3,0,1.2,27
560,5402,1.2,1688,2239,0,1.3,0,0,0,27.5
1640,21508,1.5,3390,5273,0,0,0,0,0,0
743,9112,4,2002,3011,0,0,0,0,0,25.7
751,9299,-6.5,2215,3150,0,0,0,0,0,0
458,5318,4.8,1339,1946,0,0,0,0,0,0
1747,36377,-1,4875,6488,0,0,2.3,0,0,30.5
289,2101,11,1095,1603,0,0,0,0,0,17.5
2303,35969,4.2,8193,10419,1.7,0.7,1.3,0,0.7,28.9
1004,11850,0.6,3612,4483,0,0,0,0,0,27.8
204,1597,9.8,584,854,0,0,0,0,0,30.1
3134,50724,0.3,9498,11233,5,0,0.7,0,1.2,27.3
785,9561,4.8,2739,4235,0,0,0,0,0,30.1
38381,644865,3,108991,128040,8.3,0.5,4.7,0,1,28.6
493,4198,-1.1,1670,2255,0,0,0,0,0,20.6
566,5740,5.2,1284,1897,0,0,0,0,0,0
170,982,-4.9,378,623,0,0,0,0,0,27.6
431,6078,-2.1,1347,1841,0,0,0,0,0,29.5
190,1279,0.2,631,1097,0,0,0,0,0,17.4
753,8298,6.2,1930,3107,0,0,0,0,0,20.5
5774,95831,1.6,18114,21445,0,0.6,1,0.2,1.8,25.8
336,2212,1.1,921,1229,0,0,0,0,0,17.3
554,4616,6.9,1490,1865,0,0,2.4,0,0,22
4358,78238,2.7,11242,14745,11,0,0,0,2.4,31
835,7953,1.7,3061,3920,0,0,0,0,0,25.7
235,1827,-5.6,409,0,0,0,0,0,0,0
1135,12398,-1,4257,5388,0,0,0,0,0,28.7
3070,40247,0.6,10169,13054,0,0,0.9,0,0.7,24.7
1155,17804,-15.9,3614,4656,2.4,0,1.1,0,1.8,24.4
854,8641,-2.6,3486,4377,0,0,0.8,0,0,0
1270,15280,2.3,4661,5837,0,0.7,0,0,0,27.2
7971,143487,3.3,27876,32615,7.5,0,4.9,0,0,33.1
31821,590972,1.5,126314,137728,28.6,0.8,3.7,0.2,1.9,36.7
839,12341,-1.3,2271,2632,0,0,0,0,0,0
400,3006,1.1,1112,2202,0,0,0,0,0,0
7341,111212,2.2,21932,29240,2.3,1,3.2,0,1.1,26.5
954,11404,-1.4,2834,3637,0,2.3,0,0,0,22.5
1146,13815,-3,2979,4667,0,2.6,0,0,0,19.5
913,16310,5,2590,3210,0,0,0,0,0,22.6
194,1484,-21.4,390,0,0,0,0,0,0,0
1929,34712,-0.5,4060,5998,0,0,1.1,0,0,22.5
767,12006,-1.5,1780,2801,0,0,0,0,0,0
694,8100,0.4,1994,3205,0,0.9,0,0,0,26.9
2443,37157,2.6,7504,9282,0,0,0.7,0,0.6,28.2
793,6121,-2.1,2581,3145,0,1.4,0,0,0,19.6
414,5210,-0.1,862,1349,0,0,0,0,0,22.2
1202,12656,3.6,3753,6042,0,0,0.9,0,0,29.6
1247,17599,1.3,3807,5098,0,0,0,0,0,26.3
203,2776,18.5,649,1057,0,0,0,0,0,23.3
279,2076,2.8,782,914,0,0,0,0,0,0
352,4277,-5.9,812,1221,0,0,0,0,0,0
2076,26094,2.9,4977,7171,0,0,0,0,0,26
10099,172509,3.6,27905,36982,2.8,0,2.7,0.1,1.8,28.3
424,4118,4.1,1344,1815,0,0,0,0,0,31.8
1343,17306,1.3,3312,3768,0,0,0,0,0,13.5
431,4072,-7.3,1130,1616,0,0,0,0,0,31.4
604,4605,0.2,1700,1936,0,0,0,0,0,15.5
807,11113,-1.7,1851,2827,0,0,0,0,0,21.8
1326,19427,-2,2996,4417,0,0,0,0,0,24.3
213,1360,-9.9,551,476,0,0,0,0,0,0
39230,865255,1.7,99234,123360,5.2,0.7,3.4,0,1.3,28.8
438,4015,5.8,1410,1684,0,0,0,0,0,0
597,4601,1.7,1698,2550,0,0,0,0,0,24.1
816,8760,1.7,2636,3407,0,0,0,0,0,23.5
1143,13557,-2.8,3000,3776,0,0.8,0,0,0,22
315,5945,9.7,770,805,0,0,0,0,0,16.5
293,3094,-2.1,1054,1562,0,0,0,0,0,27.8
1399,18349,-2.9,3108,4726,0,0,0,0,0,19.8
144,1190,2.1,327,480,0,0,0,0,0,0
390,4055,0.1,844,1148,0,0,0,0,0,0
204,1954,0.4,611,909,0,0,0,0,0,19.8
299,3263,-5,822,1014,0,0,0,0,0,0
159,1313,-0.8,351,0,0,0,0,0,0,0
692,6651,2.2,1982,2780,0,0,0,0,0,26.6
210,1541,-3.6,477,0,0,0,0,0,0,0
798,12571,-4.6,1711,2302,0,0,0,0,1.9,27.2
102,1746,10.4,303,400,0,21.3,0,0,0,16.8
257,1645,-1.5,645,971,0,0,0,0,0,21.4
612,7931,-4.7,1486,1656,0,0,0,0,0,19.6
979,15789,1,2391,3096,0,0,0,0,0,27.4
573,6120,-0.7,1751,1997,0,0,0,0,0,15.9
667,8554,7.3,1781,2773,0,0,0,0,0,24.7
882,8301,-0.1,2366,3330,0,0,0,0,0,21.7
861,14009,-3.5,1945,2775,0,0,0,0,0,22.5
315,2830,14.3,731,848,0,0,0,0,0,29.2
632,11975,2.4,2169,2858,0,0,0,0,0,27.6
616,9392,3.3,1284,1712,0,0,0,0,3.5,21.1
185,1188,-10.1,487,694,0,0,0,0,0,0
3494,78672,-0.3,9421,10097,0,0,2.1,0,0.8,25.7
1690,19039,1.2,4684,6508,0,0.4,0,0,0,19.8
393,9056,-4.6,893,1005,0,0,0,0,0,0
608,6908,4.7,1723,2633,0,0,0,0,0,20.7
333,3822,3.1,757,1342,0,0,0,0,0,0
777,9695,1.1,2183,2909,0,0,0,0,0,19.2
367,3475,1.3,971,1366,0,0,0,0,0,0
13170,292031,2,35978,43851,5.6,0.6,5.1,0,1.7,30.6
97,730,-13.8,231,506,0,0,0,0,0,0
509,5748,4.6,1065,1271,0,0,0,0,0,16.7
457,4400,0.3,1090,1525,0,0,0,0,0,21.2
1481,22709,-0.3,4149,5177,0,0,0,0,0,27
264,2581,0.7,711,752,0,0,0,0,0,25.7
408,7114,-0.4,1162,1434,0,0,0,0,0,0
3214,40780,3,10136,12029,1.5,0.4,3,0,1,30.1
1905,20677,5.2,6363,8937,0,0,1.1,0,0,24.5
360,3510,8.1,1062,1326,0,0,0,0,0,0
5305,85426,1,11401,16970,0.9,0,1.1,0,0,25.5
4331,76385,0.5,10267,13481,0,0,1,0,0,21.6
1003,19808,6.2,2359,3689,0,0,0,0,0,28.4
334,4258,2.6,627,690,0,0,0,0,0,25.2
306,3342,1.1,689,832,0,0,0,0,0,0
559,5774,2.7,1649,2203,0,0,0,0,0,0
122,862,0.1,261,229,0,0,0,0,0,0
573,5837,-0.9,1517,2293,0,0,0,0,0,18.5
394,3846,-0.2,1012,1735,0,0,0,0,0,0
468,5790,-11.8,1190,1824,0,0,0,0,0,21.1
5519,72791,2,17472,20974,1.5,0.3,3.8,0,1.1,28.9
289,3568,0.2,720,863,0,0,0,0,0,0
170,1932,-7.2,474,615,0,0,0,0,0,0
1188,22233,2.8,2841,3551,1.5,0,0,0,0,19.9
3145,34120,2.5,9447,13118,0,0,1,0,0.5,24
315,4352,-7.9,834,993,0,0,0,0,0,21
638,8369,0.8,1495,2066,0,0,1.4,0,0,28.2
288,1632,-3.4,1207,0,0,0,0,0,0,0
202,1301,1.6,440,845,0,0,0,0,0,13.5
553,6778,-0.1,1387,1746,0,0,0,0,0,15.3
748,13455,0.3,2306,3318,0,1.3,0,0,1.3,28.5
254,2779,6.2,905,1264,0,0,0,0,0,28.2
340,2646,-7.3,1205,1459,0,0,0,0,0,0
368,2240,0.1,1422,1565,0,0,0,0,0,0
193,1358,1.4,729,1146,0,0,0,0,0,0
4447,71502,2.1,10871,14676,0,0.3,2.4,0,0.9,24.6
2306,44794,2.3,4175,7173,0,0,1.6,0,0.5,23.2
1243,14985,0.9,2483,4050,0,0,0,0,0,26.5
150,825,-4.7,625,0,0,0,0,0,0,0
745,11788,5.7,2263,2811,0,0,0,0,0,29.2
1403,12282,1.6,3731,5641,0,0,0,0,0,18.7
2377,39716,4.9,5196,7342,2.5,0,0,0,0,24.6
232,1808,6.5,621,869,0,0,0,0,0,36.3
200,922,5.9,522,714,0,0,0,0,0,27.9
