MAN450207,WTN220207,RTN130207,RTN131207,AFN120207
4702700,901976,2431256,12593,329053
1280817,3280443,2724146,11540,505017
0,59271,135111,10072,23555
0,29724,90247,7006,5238
0,94162,283790,76514,17292
0,80212,137346,8713,11072
222241,212155,280339,8659,25953
204124,9645,167412,6925,35414
248454,19044,148590,7904,6647
595891,356054,324219,9823,36635
752137,247619,269316,4421,15256
0,0,54707,4628,9175
652915,173615,682095,6728,106189
0,46609,159301,5794,17607
0,43104,350587,16279,39964
783838,502609,197759,5510,23081
563598,1750552,4948909,13724,537865
2797095,39225,317286,9062,40707
0,30297,109698,6789,36217
0,0,21909,3042,19953
0,0,75648,8259,0
10192124,2843348,1922799,9583,476810
896071,504679,835653,9281,112694
1582354,2233606,2039763,21922,267171
325974,32676,338393,15786,49186
5437495,539906,455492,6171,62105
192925,36465,255615,8806,15571
984033,621187,537832,21445,67944
451508,0,197209,8634,11577
1058065,347179,494209,12176,50053
777241,52716,300319,9388,24143
831405,70454,57936,3144,0
496376,430377,2148513,18064,169842
140813,1249915,930261,7701,140309
101382,68287,447486,18861,65549
1307801,715834,820304,10108,72760
0,0,12558,1780,0
0,0,68872,5698,15741
354503,0,811756,18473,52190
1806461,2835067,5579915,12853,1074236
0,18653,369617,10182,41270
1359544,279623,701610,13292,59216
759893,113199,386631,17871,48864
199608,38886,100420,5794,14209
0,0,323040,26058,239559
0,0,998681,38614,104640
0,496136,438617,10513,40082
567442,105493,908076,31847,63199
0,149733,852204,13854,187400
538957,101400,464847,12657,48164
571644,0,833024,22861,106659
339060,66247,412719,13565,29922
4823542,2392465,2740931,18188,360756
62793,0,15031,2325,3090
0,413283,545346,11383,39606
0,9066,39465,5229,6528
0,0,313467,12412,174189
161917,0,237240,8181,26208
0,73373,324145,11858,36307
640754,267644,1084887,17136,124431
1011871,0,946580,16125,118956
375077,867141,660735,15120,138405
406465,327739,691702,12147,154409
442178,574216,144809,8547,14844
0,0,208856,9867,22983
0,755416,2122018,13309,238019
0,788345,1022020,14460,171201
470437,0,838273,11929,105726
0,4238139,4169989,10008,493316
0,30809,28894,7308,2686
2914723,1415763,1219672,12129,124010
0,127359,413596,11387,30403
0,0,35028,4758,2077
0,1028012,788496,11342,67659
0,70512,11673,5582,523
992952,599622,777527,9355,95775
1056931,0,768583,10773,110958
0,0,519916,6430,77613
209489,51061,210897,7204,48744
37390762,41042685,37153888,20002,5478918
0,553059,2936238,12333,392801
81076,0,472728,12316,84390
0,25794,65712,3268,16096
1109135,0,910552,12355,96165
0,133156,91599,8923,4020
0,0,420213,7395,115435
0,224445,417198,10538,48962
138729,0,114478,5335,37164
0,1728,66624,5208,9155
4958643,6090535,9741617,12585,1172468
0,0,155257,10161,63338
8918220,698025,2134762,18362,251025
0,2412,25995,2418,28489
22552297,6708367,9057126,13402,1049765
3895374,5354273,6741223,14777,780200
383589,47196,281605,6712,27654
870094,1003369,3102980,12999,346683
0,0,11743,2947,1849
2155540,257492,534054,9286,75763
11809690,1373621,2556022,13254,407945
0,388870,271057,6598,48955
2686079,0,2425601,10442,245645
0,12643,130364,6381,41954
222407,30184,193578,11918,29469
1207388,126597,670752,14719,50402
0,29592,107608,7164,34175
9321930,3388331,3538353,14551,464616
0,24195,74038,5387,0
226977,5485,118697,7336,0
1355169,149014,390127,8810,40052
1574990,206014,1059612,17673,56276
1475171,107230,263868,7896,0
1744110,203380,631312,11465,164208
820849,100977,218311,12921,22551
6968111,6042966,7132444,14976,916701
3094378,557815,735702,8386,66077
432764,40458,406336,14625,130076
1311647,0,504464,11523,76565
1613471,0,381822,8972,42565
1533978,909813,1512451,15524,170257
0,0,21411,4523,4636
2903240,993646,1277658,12857,131511
0,10350,56601,5805,0
0,210601,480071,9798,40869
925791,0,766565,21438,33457
321524,30600,252931,13566,22380
395500,150555,1707860,72484,25940
0,16339,74581,11906,0
229126,31193,250989,12662,23212
3674302,0,857229,10715,86389
374863,51885,284464,10720,28270
3093705,1547827,1800637,11055,214034
408066,15050,152889,7494,14372
0,0,1799668,16142,214449
209683,88751,96802,6127,0
372274,438752,309222,15230,25281
0,0,289495,9770,27186
3018830,0,815529,10090,82443
0,1146367,2139106,16456,173708
1784187,0,526911,12458,54376
254802,12198,79688,5363,0
0,0,5207,1142,0
19065361,10955307,10207295,10720,1570614
1055783,306139,502249,11657,71449
400507,28414,257543,6897,28196
494243,186651,921151,25450,84113
6802635,3528050,2902996,16710,296108
3161881,707455,976543,11432,124890
0,134675,90048,12207,0
529045,0,208532,5243,32888
958520,134275,423199,9580,41813
1449500,0,937882,13685,97014
529386,30969,121071,8362,0
7863331,0,2230013,11172,242667
613108,73556,223315,12285,0
12381604,2700128,2439767,15301,211671
301246,12463,198374,13756,0
1638290,0,1050852,18017,462144
180912,50232,224148,13223,74686
582024,256446,413963,10068,42735
6126057,503477,1398661,12257,193012
1347251,1986968,933401,11509,110863
630669,26025,189138,9793,0
1438897,114661,251829,9088,0
178393,153777,250463,8639,0
0,29444,312228,14218,161614
2247440,1124627,1091166,10886,267234
0,27904,178121,10746,25328
3393434,2800492,1759993,13729,152903
15663482,6882092,5955006,15712,616641
2133603,86158,516629,9929,55597
111250,49841,203004,8226,25080
9198861,1109192,1796479,11126,212069
2562632,893219,1002909,13585,84291
0,0,74996,4848,9889
0,573539,886400,8885,156378
0,0,190618,7589,13226
0,57417,219637,15088,16765
2645118,0,158111,6673,31311
0,778893,1496115,15844,205158
0,0,34099,4714,1305
0,0,41338,4101,1344
0,0,19329,2666,0
0,0,345744,7467,35668
0,0,34262,4968,5244
0,0,118345,9974,6052
148335,59111,490169,14127,139522
0,0,112165,4958,17351
0,117967,238492,7934,33983
0,7186,132083,9736,10841
0,322782,1148532,16878,117645
1296649,77382,325186,11504,31817
0,0,455710,8932,71937
0,1726956,2947318,15429,414905
0,54766,212862,12426,27332
0,0,73416,3309,2777
124916,155660,494714,13941,39628
546362,0,614884,10838,67227
0,0,272442,8199,26294
0,0,135351,5320,12058
0,19961,129379,5664,6926
252489,0,765556,12455,88355
0,0,223649,8314,21407
0,50456,108241,4057,9961
0,370348,1289674,14727,192832
0,3651,31612,2327,2844
0,5694,94838,5744,11529
192587,136668,345876,13299,30507
0,3117043,649939,14665,98255
0,4227,39387,5227,3114
0,0,40436,5404,6573
0,0,60206,7012,60373
0,0,221141,7285,12240
0,541706,589769,10725,61640
0,0,1260806,16039,144263
321467,366900,319240,11252,30726
0,23299,60394,5843,3646
0,40674,142023,9392,7311
0,0,53727,4070,9138
0,0,91746,5662,0
0,0,53359,7812,12083
218637,0,45455,5060,1816
264775,179318,297123,12617,24548
0,77395,232794,5612,18397
0,0,40144,4246,1965
0,14397,206427,12539,21022
0,0,14354,2509,863
0,330697,1712248,19847,157906
0,5861,146968,6231,9872
0,113498,468773,14433,65787
0,0,71008,6242,5611
262454,917314,775117,19157,89245
0,51494,295340,19182,42949
0,0,134349,10436,20947
0,14112,56351,8842,6135
0,76180,558410,14944,66975
147899,52428,116123,9614,11779
0,0,38266,8502,10368
0,0,71779,8868,20749
2420198,628089,1720451,19866,173722
0,26778,221712,13705,21115
1230635,2889434,1377032,19174,167974
0,0,19649,8408,3071
62727,155545,388380,14271,132951
0,34092,93405,11163,12103
0,0,478180,17110,66787
0,0,82792,10563,19746
0,437493,898189,22843,150439
0,0,515644,25688,327363
0,159375,413983,20626,35497
0,12128,98308,12596,10175
0,11540,64312,9395,7520
