SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214
51.8,0.956,0.02,0.3,0.8,0,1.4,0.025,93.4
49.8,0.975,0.009,0.2,0.3,0,1.1,0.023,95.3
50.7,0.937,0.019,0.3,2.5,0.1,1.5,0.034,90.8
49.3,0.945,0.031,0.3,0.8,0,1.2,0.018,92.9
50.1,0.961,0.011,0.4,1.2,0.1,1.2,0.08,88.6
49.6,0.982,0.005,0.3,0.4,0,0.7,0.039,94.5
51.6,0.709,0.253,0.5,1.5,0.1,1.8,0.181,54.7
48.2,0.855,0.114,0.4,0.6,0,2.1,0.061,80.1
50.5,0.973,0.005,0.4,0.6,0,1.1,0.016,95.9
50.1,0.887,0.085,0.4,0.6,0.1,1.8,0.037,85.6
51.8,0.663,0.278,0.5,2.6,0.1,2.7,0.098,57.9
50.5,0.969,0.009,0.3,0.7,0.1,1.1,0.094,88.2
49.4,0.982,0.002,0.3,0.3,0,0.9,0.008,97.5
46.3,0.92,0.048,0.9,0.4,0,1.9,0.028,89.5
50.2,0.873,0.035,0.3,6.4,0.1,2.4,0.033,84.5
49.6,0.966,0.01,0.4,0.6,0,1.3,0.045,92.5
50.4,0.975,0.005,0.3,0.6,0,1.1,0.014,96.3
49,0.974,0.007,0.4,0.3,0.1,1.1,0.059,92.2
50.1,0.973,0.008,0.4,0.5,0,1,0.101,87.7
50.2,0.981,0.005,0.2,0.4,0,0.8,0.012,97.1
50.2,0.969,0.011,0.4,0.4,0,1.2,0.013,95.7
49.7,0.975,0.005,0.4,0.5,0,1.1,0.013,96.4
53.1,0.959,0.026,0.4,0.2,0,0.8,0.013,94.7
46.2,0.955,0.029,0.3,0.5,0,0.8,0.013,94.3
49.6,0.981,0.006,0.3,0.2,0,0.8,0.013,96.9
50.9,0.928,0.038,0.4,1.5,0,1.6,0.095,84.1
50.3,0.973,0.01,0.2,0.4,0,1.1,0.011,96.3
49.3,0.972,0.009,0.4,0.2,0,1.1,0.029,94.5
47,0.933,0.042,0.4,1,0,1.1,0.019,91.8
50.8,0.974,0.007,0.4,0.3,0,1.2,0.032,94.5
50.7,0.976,0.004,0.3,0.7,0,1,0.017,96.2
50.6,0.974,0.01,0.2,0.4,0,1,0.014,96.2
50.8,0.977,0.004,0.3,0.6,0.1,0.9,0.018,96.3
50.6,0.964,0.012,0.3,0.8,0.2,1.1,0.039,93
49.3,0.976,0.008,0.3,0.4,0,0.9,0.028,95.2
51.5,0.811,0.132,0.5,2.3,0.1,2.7,0.082,74.2
50.4,0.976,0.004,0.5,0.3,0,1.2,0.034,94.5
49.3,0.972,0.009,0.3,0.6,0,1,0.032,94.3
45.7,0.935,0.047,0.3,0.3,0,1.2,0.018,92
48.9,0.977,0.008,0.3,0.2,0,0.9,0.017,96.2
48.9,0.854,0.049,0.4,7.2,0.1,2,0.08,78.1
50.1,0.98,0.005,0.3,0.5,0,0.8,0.026,95.6
50.7,0.973,0.007,0.3,0.3,0,1.4,0.014,95.9
51.6,0.865,0.094,0.3,1.3,0.1,2.5,0.025,84.4
50.6,0.981,0.004,0.3,0.2,0,0.9,0.011,97.2
49.3,0.882,0.072,0.4,2,0,2.2,0.026,85.9
51.4,0.968,0.008,0.7,0.5,0,1.2,0.024,94.6
50.3,0.983,0.003,0.2,0.5,0.1,0.6,0.014,97
50.6,0.947,0.016,0.3,2,0,1.4,0.017,93.2
50.1,0.981,0.004,0.2,0.3,0,0.9,0.014,96.9
51.5,0.91,0.05,0.4,0.8,0.1,2.7,0.027,88.7
50.7,0.976,0.006,0.3,0.5,0,1,0.025,95.3
50.3,0.97,0.008,0.6,0.4,0.1,1.1,0.077,90.2
50.1,0.974,0.005,0.4,0.4,0.1,1.2,0.02,95.7
51.1,0.937,0.022,0.9,0.5,0,2.5,0.033,91.1
50.6,0.963,0.006,0.8,0.7,0.1,1.7,0.017,94.7
51.3,0.908,0.052,0.7,0.6,0,2.6,0.029,88.3
48.8,0.963,0.006,0.9,0.6,0,1.6,0.036,93.2
50.5,0.953,0.018,0.9,0.4,0.1,1.5,0.143,82.2
50.6,0.924,0.033,1,0.7,0,2.6,0.023,90.7
51.2,0.858,0.016,9.3,0.4,0,2.9,0.038,83.7
49.8,0.936,0.019,1.1,1,0.1,2.3,0.045,89.8
49.6,0.961,0.013,0.9,0.3,0,1.4,0.04,92.3
48.3,0.892,0.009,5.1,0.2,0.1,4.5,0.03,87
50.4,0.905,0.008,4,0.4,0.3,4,0.023,88.6
50.8,0.974,0.001,0.3,1.2,0,0.9,0.071,90.5
51,0.935,0.007,1.4,1.4,0.1,2.9,0.098,84.2
50.3,0.97,0.007,0.5,0.4,0.1,1.4,0.026,94.7
50.8,0.961,0.009,0.6,0.7,0,1.7,0.035,93.1
50.3,0.963,0.008,0.8,0.6,0,1.5,0.028,93.8
51.1,0.973,0.003,0.6,0.3,0.1,1.5,0.05,92.5
49.9,0.892,0.03,2.4,1.9,0.3,3.3,0.102,80.5
49.9,0.92,0.023,1.1,1.7,0.3,2.6,0.051,87.7
49.4,0.97,0.009,0.3,0.3,0,1.5,0.02,95
50.1,0.956,0.01,0.8,0.4,0.1,2.1,0.045,91.6
49.4,0.923,0.034,1.5,0.6,0,2.2,0.028,89.9
50.1,0.843,0.046,2.7,4.6,0.1,3.7,0.058,79.7
50.3,0.95,0.016,1.7,0.4,0,1.4,0.197,77.9
50.4,0.942,0.001,1.7,0.5,0.1,3.3,0.038,91
49.7,0.955,0.01,0.4,1.4,0.1,1.6,0.057,90.3
42.8,0.921,0.051,0.9,0.5,0,1.5,0.059,86.5
49,0.894,0.033,1.4,4.3,0.1,1.5,0.482,43.7
48.3,0.916,0.03,1.6,1.8,0.3,1.7,0.529,41.5
50.3,0.946,0.014,0.9,0.5,0,2.5,0.039,91.4
46.8,0.696,0.188,1.4,3.5,0.8,5.7,0.15,58.1
49,0.98,0.006,0.1,0.4,0,0.9,0.027,95.6
50.4,0.906,0.044,0.8,0.8,0,3.4,0.032,88.5
49.1,0.949,0.009,2.3,0.5,0,1.4,0.464,51.4
50.2,0.975,0.007,0.5,0.3,0,1,0.142,83.9
50.9,0.972,0.005,1,0.3,0,0.9,0.176,80.4
50.2,0.953,0.005,1.5,0.3,0,2.3,0.04,92
48.6,0.954,0.005,1.9,0.4,0.3,1.5,0.337,63.3
49.6,0.957,0.005,1.4,0.4,0.2,1.7,0.071,89.8
50.9,0.94,0.019,0.9,0.9,0,2.4,0.115,83.6
50.2,0.953,0.009,1.2,1.1,0.2,1.2,0.288,68.5
50.6,0.97,0.009,0.2,0.5,0,1.5,0.065,90.5
49.5,0.867,0.009,8.5,0.5,0,3.4,0.047,84
49.4,0.96,0.008,1.1,0.2,0,1.9,0.026,93.8
48.8,0.977,0.003,0.8,0.4,0,0.9,0.024,95.4
51,0.875,0.05,0.4,4.7,0,2.4,0.074,80.7
49.7,0.954,0.008,1.5,0.6,0.1,1.7,0.297,66.7
49.8,0.967,0.003,0.8,0.6,0,1.6,0.031,93.9
50.3,0.958,0.009,1.1,0.8,0,1.3,0.065,89.8
50.5,0.886,0.046,2.2,0.5,0.1,4,0.044,85.1
50.3,0.95,0.008,1.4,0.2,0.1,2.5,0.064,89.9
46.7,0.85,0.096,0.9,1.4,0.2,2.9,0.069,79.2
50,0.973,0.005,0.7,0.3,0,1.3,0.024,95.1
50.5,0.963,0.008,0.7,0.4,0,1.8,0.023,94.1
49.2,0.948,0.01,0.8,1.3,0,2.1,0.049,90.6
51.1,0.907,0.028,1.3,2.7,0.1,2.4,0.207,72
50,0.96,0.012,0.8,0.3,0.1,1.7,0.032,93.3
50.1,0.969,0.003,0.6,0.6,0.1,1.5,0.023,94.9
50.7,0.954,0.012,0.6,0.8,0.1,1.9,0.038,92.2
49,0.957,0.008,1,0.6,0,1.8,0.169,79.4
50.4,0.957,0.013,0.7,0.4,0,1.7,0.031,93
48.8,0.978,0.003,0.4,0.3,0.1,1.1,0.02,96
50.7,0.852,0.058,3.4,0.6,0.2,4.7,0.063,80.1
50.5,0.965,0.006,0.6,0.3,0,1.9,0.044,92.5
49.2,0.929,0.009,1.4,2.4,0.3,2.2,0.211,73.3
49.3,0.969,0.007,0.7,0.2,0.1,1.4,0.017,95.7
50.3,0.945,0.013,1.4,0.8,0,1.9,0.052,90.3
50.8,0.966,0.007,1.3,0.3,0,1.2,0.098,88.1
44.4,0.941,0.031,0.4,0.8,0,1.5,0.053,89.1
50,0.964,0.005,0.8,0.3,0,1.9,0.027,94.1
49.6,0.973,0.003,0.6,0.5,0,1.3,0.018,95.9
47.9,0.968,0.009,0.5,0.2,0,1.5,0.031,94.1
44.4,0.915,0.051,0.7,0.4,0.1,2.2,0.078,84.7
50.7,0.97,0.005,0.5,0.8,0,1.2,0.03,94.4
50.2,0.94,0.014,0.9,1,0.1,2.6,0.052,89.7
50.1,0.948,0.014,1,0.8,0,2,0.068,88.9
48.8,0.978,0.005,0.2,0.4,0,1.1,0.048,93.3
49.6,0.929,0.034,0.8,0.6,0.1,2.2,0.09,84.8
51,0.975,0.007,0.2,0.6,0,1,0.015,96.4
49.8,0.941,0.018,1.1,0.5,0.1,2.4,0.111,84.1
46.6,0.84,0.069,0.8,4.8,0.2,3.2,0.081,77.1
50.9,0.973,0.006,0.3,0.4,0.1,1.3,0.025,95.1
50.4,0.971,0.004,0.8,0.2,0,1.5,0.033,94.2
49.9,0.954,0.011,1,0.9,0,1.6,0.025,93.1
50.3,0.9,0.036,0.8,2.5,0.1,3,0.109,80.3
49.5,0.969,0.006,1,0.6,0.1,0.7,0.175,80.4
50.4,0.81,0.095,1.4,4.4,0.1,3.6,0.139,68.9
48.5,0.891,0.042,1.5,3,0.2,1.9,0.591,32.9
51.5,0.844,0.088,1.4,1.4,0.1,3.9,0.116,74.8
48.8,0.979,0.002,0.5,0.2,0.1,1.2,0.038,94.6
50,0.953,0.01,0.6,1.1,0.1,1.8,0.122,84
50.1,0.971,0.005,0.5,0.2,0.1,1.8,0.017,95.5
49.1,0.954,0.007,1.9,0.5,0,1.4,0.131,84
49.7,0.948,0.009,2.3,0.3,0.2,1.5,0.362,60.9
50,0.956,0.008,1.6,0.4,0.2,1.4,0.349,62.3
50.1,0.946,0.013,1.2,0.4,0,2.4,0.052,90.1
50.8,0.96,0.008,1,0.7,0.1,1.4,0.054,91.4
50.6,0.974,0.007,0.3,0.4,0.1,1.1,0.02,95.6
49.3,0.961,0.008,0.7,0.3,0,2.2,0.034,93.2
50.8,0.968,0.009,0.5,0.1,0,1.7,0.067,91.2
49.6,0.974,0.006,0.5,0.4,0,1,0.034,94.4
48.2,0.969,0.011,0.9,0.2,0,0.9,0.284,69.9
50.6,0.946,0.005,1.5,0.7,0.1,2.5,0.028,92.3
50.4,0.958,0.005,1.4,0.1,0,2.2,0.027,93.6
50.7,0.669,0.248,1.3,3.7,0.2,3.1,0.273,42.5
50.6,0.951,0.03,0.3,0.3,0.1,1.2,0.019,93.5
50.6,0.971,0.011,0.3,0.3,0,1.2,0.019,95.4
51.1,0.956,0.022,0.2,0.6,0.1,1.4,0.015,94.2
50.7,0.943,0.031,0.2,0.3,0,2,0.013,93.2
51.5,0.932,0.042,0.3,0.7,0.1,1.5,0.03,90.8
50.5,0.968,0.015,0.2,0.2,0.1,1.2,0.013,95.7
51.3,0.952,0.024,0.2,0.4,0.1,1.7,0.01,94.4
50.4,0.92,0.032,0.2,2.7,0.1,1.8,0.04,88.5
51.2,0.912,0.063,0.4,0.4,0,1.7,0.069,85
50.3,0.947,0.031,0.3,0.5,0,1.4,0.016,93.3
50,0.889,0.078,0.3,0.9,0,2.1,0.03,86.3
50.2,0.977,0.007,0.3,0.1,0,1.2,0.016,96.3
50,0.979,0.005,0.1,0.7,0.1,0.7,0.008,97.2
50,0.958,0.022,0.5,0.3,0,1.2,0.013,94.7
50.5,0.967,0.011,0.3,0.6,0,1.2,0.017,95.2
50.6,0.975,0.007,0.5,0.3,0,1,0.04,94
51.6,0.924,0.055,0.3,0.3,0.1,1.4,0.015,91.1
51.9,0.917,0.041,0.3,2.3,0.1,1.5,0.026,89.4
50.9,0.939,0.031,0.2,1,0,1.7,0.018,92.4
51.2,0.961,0.015,0.7,0.3,0,1.4,0.024,94
50,0.954,0.019,0.4,0.5,0,1.8,0.07,88.8
50.7,0.979,0.007,0.3,0.2,0,0.9,0.012,96.8
51.3,0.976,0.007,0.4,0.3,0.1,0.9,0.029,95.1
47.3,0.73,0.211,0.7,1.6,0.4,3.1,0.076,66.8
51.5,0.928,0.051,0.2,0.5,0,1.4,0.028,90.3
47,0.944,0.043,0.2,0.2,0,0.9,0.02,92.6
50.3,0.972,0.006,0.2,0.2,0.5,1.3,0.028,95.1
49.5,0.974,0.01,0.4,0.2,0.1,1,0.009,96.5
51.2,0.955,0.028,0.1,0.2,0,1.4,0.011,94.5
51.5,0.919,0.05,0.1,0.9,0.1,1.9,0.028,89.5
49.8,0.967,0.018,0.3,0.2,0,1,0.01,95.8
43.5,0.954,0.035,0.2,0.2,0.1,0.6,0.01,94.6
50.7,0.986,0.003,0.3,0.1,0,0.7,0.009,97.9
50.9,0.783,0.15,0.3,3.8,0.1,2.4,0.069,72.3
50.8,0.97,0.016,0.2,0.2,0,0.9,0.013,96
51.2,0.979,0.01,0.1,0.2,0,0.7,0.007,97.3
51.8,0.845,0.111,0.3,1.8,0,2.3,0.03,82
50.6,0.724,0.243,0.4,0.8,0,2.1,0.015,71.3
49.5,0.958,0.018,0.2,0.5,0.1,1.7,0.051,91.3
50.8,0.962,0.022,0.2,0.3,0,1.1,0.023,94.1
50.1,0.968,0.01,0.3,0.5,0.2,1.3,0.025,94.5
50.9,0.925,0.047,0.4,0.5,0.1,1.8,0.06,87
49.7,0.972,0.012,0.3,0.3,0,1.1,0.014,95.9
50.5,0.959,0.022,0.4,0.2,0,1.3,0.014,94.7
51.5,0.971,0.01,0.3,0.5,0,1.1,0.011,96.2
48.8,0.971,0.013,0.3,0.3,0,1,0.014,95.9
50.1,0.807,0.128,0.5,2.2,0.4,3.5,0.057,76.2
51.3,0.958,0.023,0.2,0.3,0.2,1.1,0.008,95.1
51,0.957,0.023,0.3,0.3,0.1,1.3,0.021,93.7
50.6,0.933,0.048,0.2,0.3,0.1,1.4,0.017,91.8
51.5,0.894,0.079,0.3,0.5,0,1.9,0.023,87.5
50.6,0.946,0.029,0.4,0.3,0.1,1.8,0.032,91.7
52.6,0.887,0.092,0.2,0.4,0,1.5,0.012,87.6
51.2,0.904,0.067,0.2,0.6,0.1,1.9,0.018,88.9
50,0.987,0.003,0.2,0.1,0,0.7,0.007,98.1
51.8,0.734,0.215,0.2,2.5,0.1,2.2,0.048,69.3
51.4,0.931,0.035,0.3,1.2,0,1.8,0.029,90.5
50.8,0.98,0.005,0.2,0.4,0,0.9,0.007,97.5
50.6,0.915,0.049,0.3,1.2,0.1,1.9,0.029,89.2
50.3,0.981,0.009,0.1,0.1,0,0.8,0.008,97.5
51.5,0.97,0.013,0.2,0.3,0.1,1,0.011,96.1
50.5,0.946,0.032,0.3,0.2,0.1,1.6,0.031,91.7
51,0.971,0.008,0.3,0.6,0,1.1,0.014,96
50.1,0.983,0.004,0.1,0.2,0,1,0.007,97.7
44.6,0.959,0.026,0.4,0.1,0,1,0.011,95
50.5,0.985,0.003,0.1,0.2,0,0.8,0.004,98.1
50.6,0.985,0.006,0.2,0.2,0,0.6,0.007,97.8
50.2,0.986,0.004,0.2,0.1,0,0.7,0.007,97.9
51,0.958,0.024,0.2,0.2,0,1.4,0.015,94.4
50.9,0.973,0.006,0.4,0.5,0.1,1.2,0.015,96.1
51.1,0.907,0.067,0.4,0.3,0.1,1.8,0.028,88.4
44.4,0.925,0.057,0.2,0.3,0,1.3,0.016,91
51.5,0.919,0.047,0.3,1.1,0.1,1.9,0.023,90
49.8,0.986,0.003,0.3,0.1,0,0.7,0.008,97.9
48.2,0.89,0.084,0.2,0.9,0,1.5,0.024,86.8
51.1,0.981,0.004,0.2,0.4,0,0.9,0.014,96.8
44.2,0.916,0.072,0.4,0.2,0,0.6,0.032,88.5
51.6,0.907,0.066,0.3,0.6,0,1.8,0.015,89.5
51.9,0.856,0.109,0.3,1,0,2.2,0.024,83.6
45.6,0.917,0.058,0.8,0.2,0.1,1.5,0.024,89.9
50.2,0.977,0.009,0.3,0.2,0,0.9,0.013,96.6
49.9,0.918,0.039,0.7,1,0.2,2.5,0.043,88.3
49.5,0.956,0.028,0.2,0.2,0,1.3,0.01,94.8
51,0.933,0.039,0.3,0.5,0.1,1.8,0.025,91.3
50.3,0.967,0.019,0.2,0.2,0,0.9,0.016,95.3
50.2,0.964,0.023,0.1,0.1,0,1.1,0.031,93.4
51.3,0.952,0.03,0.2,0.4,0,1.2,0.026,93.1
43.8,0.942,0.043,0.3,0.4,0,0.9,0.008,93.5
49.2,0.934,0.05,0.2,0.3,0,1.1,0.014,92.2
50.8,0.923,0.053,0.2,0.6,0.1,1.5,0.021,90.6
50.7,0.982,0.007,0.2,0.3,0,0.7,0.021,96.1
50.1,0.974,0.01,0.3,0.3,0.1,0.9,0.033,94.5
47.5,0.918,0.044,0.5,1.6,0.1,1.5,0.038,88.7
50.1,0.975,0.01,0.3,0.2,0,1,0.024,95.3
51.2,0.984,0.005,0.3,0.1,0,0.7,0.01,97.4
49.6,0.979,0.006,0.3,0.2,0,0.9,0.012,96.9
50.5,0.964,0.017,0.2,0.5,0,1.2,0.008,95.7
51,0.978,0.008,0.1,0.6,0,0.7,0.008,97.1
50.4,0.98,0.008,0.1,0.2,0,0.8,0.013,96.8
51.2,0.967,0.013,0.3,0.5,0,1.1,0.024,94.6
48,0.983,0.003,0.3,0.1,0,1,0.01,97.5
51,0.983,0.004,0.3,0.1,0,0.9,0.008,97.6
51.3,0.96,0.019,0.2,0.8,0,1.2,0.015,94.6
51.1,0.974,0.007,0.4,0.4,0,1,0.036,94.1
50.8,0.909,0.058,0.3,1.1,0,1.8,0.042,87.3
51.5,0.886,0.077,0.5,1,0.2,2,0.087,81
51.1,0.87,0.097,0.3,1,0,2,0.02,85.3
49.6,0.962,0.018,0.4,0.4,0.1,1.2,0.018,94.6
51.5,0.92,0.052,0.2,0.8,0.1,1.7,0.022,90
50.3,0.896,0.085,0.2,0.2,0.1,1.3,0.041,85.9
51.1,0.896,0.077,0.4,0.4,0,1.8,0.017,88.3
49.5,0.962,0.015,0.6,0.5,0.1,1.1,0.035,94
48.1,0.843,0.131,0.2,0.7,0.1,1.6,0.018,82.7
51.1,0.847,0.094,0.3,3.2,0.2,2.2,0.051,80.3
51.2,0.916,0.063,0.2,0.5,0,1.4,0.038,88
50.5,0.963,0.018,0.3,0.4,0.1,1.1,0.027,94
50,0.931,0.043,0.3,0.4,0.5,1.4,0.047,89.1
50.9,0.97,0.008,0.3,0.4,0.1,1.4,0.01,96.1
50.5,0.985,0.003,0.3,0.1,0,0.7,0.007,97.8
52.1,0.923,0.052,0.2,0.7,0.2,1.4,0.066,86.3
51.5,0.796,0.183,0.3,0.4,0,1.3,0.022,77.8
43.3,0.717,0.232,2.5,0.8,0,1.7,0.021,70.2
50.7,0.741,0.229,0.4,1.3,0.1,1.2,0.052,69.5
51.1,0.682,0.299,0.6,0.4,0.1,0.9,0.026,66
49.9,0.668,0.295,1.3,0.6,0,1.7,0.018,65.6
48.7,0.82,0.135,1.2,0.7,0.1,2.6,0.036,79.4
52.2,0.561,0.418,0.4,0.3,0,1.4,0.016,54.9
50.4,0.734,0.217,0.7,1.8,0.2,2.3,0.064,67.9
52.6,0.485,0.482,0.5,1.3,0.1,1.5,0.028,46.4
51.2,0.71,0.253,0.5,1.3,0.1,1.8,0.031,68.6
48.8,0.811,0.17,0.4,0.3,0,1.1,0.029,78.8
50,0.94,0.041,0.6,0.2,0,1,0.037,90.6
46.9,0.664,0.322,0.4,0.1,0,1,0.013,65.2
43.4,0.466,0.509,0.5,0.7,0,1.2,0.014,45.6
49.2,0.579,0.407,0.3,0.3,0,0.8,0.012,56.9
51.7,0.592,0.381,1.1,0.4,0.1,1.2,0.028,57.2
52.1,0.489,0.462,0.3,3.3,0,1.3,0.039,45.7
45.8,0.303,0.675,0.3,0.6,0,1.3,0.023,28.9
46.4,0.537,0.441,0.4,0.4,0,1.3,0.014,52.7
49.3,0.697,0.284,0.4,0.5,0,1,0.025,67.7
51.4,0.664,0.32,0.3,0.3,0.1,1,0.014,65.5
43.9,0.806,0.16,1.1,0.5,0,1.8,0.047,76.6
51,0.626,0.322,0.6,3.1,0.1,1.5,0.039,59.5
48.8,0.494,0.49,0.2,0.5,0.1,0.9,0.026,47.6
49,0.69,0.291,0.3,0.2,0,1.4,0.015,67.7
51.5,0.663,0.272,0.6,4.2,0.1,1.6,0.138,54.1
51.1,0.799,0.171,0.7,0.3,0,2,0.023,77.9
51.1,0.702,0.261,0.4,1.7,0.1,1.5,0.045,66.4
50.7,0.806,0.137,2.9,0.9,0.1,1.8,0.046,76.7
48.1,0.85,0.125,1.2,0.2,0,1,0.025,82.9
51.3,0.55,0.416,0.4,1.7,0.1,1.2,0.027,53
50.6,0.914,0.063,0.5,0.6,0,1.1,0.035,88.3
50.4,0.363,0.621,0.3,0.3,0,1,0.017,35
51.8,0.503,0.479,0.2,0.5,0.1,1.1,0.012,49.6
52.3,0.548,0.414,1,0.6,0,2,0.022,53.3
52.2,0.353,0.598,0.4,3,0.1,1.5,0.055,31.2
52.1,0.6,0.373,0.3,1,0,1.3,0.022,58.5
50.1,0.712,0.204,1.7,3.8,0.2,2.7,0.064,66.1
52,0.625,0.356,0.3,0.4,0,1.2,0.025,60.6
51.7,0.639,0.32,0.9,1.5,0,1.7,0.028,61.6
51.6,0.589,0.395,0.5,0.2,0,0.8,0.016,57.6
51.7,0.627,0.356,0.4,0.3,0,0.9,0.021,61
50.5,0.703,0.169,8.7,0.3,0,3.7,0.038,68.2
50.5,0.721,0.223,0.8,2.4,0.1,2.3,0.096,64
50.8,0.705,0.266,0.4,1,0,1.4,0.059,65.6
51.5,0.453,0.53,0.4,0.1,0,1.1,0.016,44.4
51.5,0.496,0.491,0.2,0.3,0,0.7,0.017,48.2
51.3,0.42,0.554,0.4,0.8,0.2,1.2,0.054,37.6
51.9,0.566,0.413,0.4,0.5,0,1.3,0.019,55.1
50.6,0.667,0.305,0.5,0.9,0,1.3,0.025,64.8
50.6,0.617,0.326,1.9,1.8,0.1,1.9,0.064,56.5
51.4,0.843,0.12,0.6,1.4,0.1,1.7,0.054,79.5
51.5,0.672,0.302,0.4,0.8,0.1,1.4,0.039,63.9
51.5,0.437,0.548,0.1,0.2,0,1.2,0.019,42.3
50.6,0.717,0.19,5.7,1.1,0.1,2.3,0.049,67.6
50.6,0.723,0.262,0.5,0.2,0.1,0.8,0.044,68.7
51.4,0.811,0.147,0.4,2.4,0,1.4,0.032,78.3
47.2,0.775,0.148,1.7,2,0.5,3.6,0.096,69.8
50.6,0.676,0.304,0.4,0.3,0,1.2,0.021,65.9
51.2,0.637,0.34,0.5,0.5,0,1.3,0.018,62.4
51.1,0.596,0.385,0.2,0.5,0,1.2,0.027,57.3
49.8,0.816,0.163,0.6,0.3,0,1.2,0.031,79.2
34.1,0.529,0.459,0.1,0.3,0,0.8,0.016,51.7
46.7,0.667,0.309,0.8,0.4,0,1.3,0.019,65.2
52.4,0.935,0.025,0.7,1.4,0.1,1.8,0.027,91.4
51.6,0.929,0.031,0.3,1.4,0,2.2,0.041,89.6
51.5,0.904,0.047,0.6,2.2,0.1,2,0.069,85.1
50.5,0.908,0.037,1.3,0.9,0.1,3.3,0.031,88.5
51.8,0.866,0.063,0.8,3.8,0.1,2.3,0.186,73.3
51.2,0.946,0.014,0.4,1.5,0.1,2,0.038,91.5
51.7,0.836,0.107,0.8,2.4,0.2,2.4,0.232,65
53.4,0.889,0.03,0.3,5.3,0.1,2.3,0.053,84.7
51.2,0.809,0.055,0.3,11.1,0.1,2.2,0.075,74.6
48.9,0.884,0.081,0.2,1.4,0,1.8,0.128,76.7
52.1,0.809,0.069,0.2,10.2,0,1.8,0.04,77.8
51.4,0.863,0.1,0.3,1.5,0.1,1.8,0.036,83.7
51.7,0.624,0.247,0.8,8.9,0.2,3.1,0.218,46.7
50.7,0.875,0.053,0.4,4.7,0.1,2,0.105,78.8
47.8,0.888,0.082,0.2,1,0.1,1.8,0.016,87.4
50.5,0.761,0.166,0.4,3.9,0.1,2.9,0.072,70.2
52.7,0.635,0.278,0.4,5.9,0.1,2.3,0.05,59.6
52.9,0.316,0.631,0.4,2.7,0.1,2,0.047,28.2
50.6,0.818,0.132,0.4,1.7,0.1,2.8,0.035,79
51.2,0.815,0.143,0.8,1,0.4,2,0.064,77
50.6,0.928,0.036,0.2,1.7,0,1.6,0.03,90.2
50.3,0.893,0.068,0.4,1.3,0.1,2.2,0.041,85.9
51.8,0.482,0.438,0.8,3.3,0.1,3.8,0.053,44.5
52.5,0.68,0.283,0.5,1.1,0,2,0.046,64.5
50.7,0.828,0.094,0.5,4.5,0.1,2.7,0.084,75.7
50.3,0.975,0.011,0.2,0.5,0,0.8,0.01,96.6
51,0.807,0.134,0.3,3,0.1,2.5,0.042,77.4
51,0.604,0.186,0.4,16.9,0.1,3.6,0.064,55.4
52.1,0.818,0.151,0.3,1,0.1,1.7,0.043,78.5
51.8,0.62,0.188,0.7,15.2,0.1,3.2,0.187,46
51.8,0.269,0.647,1,4.6,0.2,2.6,0.169,14.2
50.3,0.898,0.069,0.4,1.1,0,1.7,0.034,86.9
45.8,0.536,0.428,0.4,1,0.1,2.1,0.037,51
50.2,0.791,0.145,0.4,2.8,0.1,3.1,0.047,75.3
52.6,0.833,0.132,0.3,1.5,0.2,1.5,0.063,78.1
49,0.844,0.109,0.3,1.7,0.1,2.6,0.043,81
52.2,0.687,0.252,0.5,3,0.1,2.4,0.052,64.8
51.4,0.827,0.137,0.4,1.4,0,1.8,0.035,79.8
50.9,0.928,0.038,0.4,0.8,0,2.1,0.017,91.4
50.7,0.954,0.008,1.9,0.5,0.1,1.3,0.011,94.5
51.4,0.927,0.029,0.3,2.2,0,1.8,0.019,91
51,0.97,0.005,0.4,0.7,0,1.3,0.012,95.9
51.2,0.963,0.007,0.5,1.1,0,1.3,0.013,95.2
51.3,0.962,0.007,0.5,0.9,0,1.7,0.015,94.9
50.6,0.97,0.007,0.4,0.6,0,1.4,0.012,95.9
51,0.971,0.005,0.4,0.8,0,1.2,0.01,96.3
50.4,0.968,0.004,0.4,0.7,0.1,1.6,0.012,95.8
50.6,0.951,0.009,1.2,1.1,0,1.6,0.013,94.1
50.2,0.967,0.006,0.6,0.8,0,1.3,0.014,95.6
51.5,0.962,0.008,0.4,0.9,0,1.7,0.015,94.9
50.4,0.968,0.005,0.5,0.7,0,1.4,0.01,96
51,0.969,0.005,0.5,0.6,0.1,1.4,0.011,96
50.7,0.917,0.007,5.2,0.6,0,1.9,0.018,90.3
51.3,0.961,0.007,0.3,1.3,0,1.5,0.017,94.8
49.8,0.977,0.003,0.7,0.3,0,0.9,0.015,96.3
45,0.855,0.069,4,0.5,0,3.1,0.013,84.6
50.1,0.952,0.014,0.8,0.8,0,1.8,0.071,88.8
50.9,0.972,0.004,0.6,0.6,0.1,1.2,0.013,96
50.3,0.969,0.003,1.1,0.2,0,1.4,0.02,95
49.3,0.966,0.004,1.2,0.3,0.1,1.5,0.019,95
45.1,0.736,0.078,13.7,0.4,0,4.5,0.014,73
49.7,0.971,0.005,0.5,0.5,0,1.4,0.026,94.8
50.7,0.949,0.017,0.6,0.7,0,2.1,0.05,90.4
50.4,0.96,0.006,1.5,0.3,0,1.4,0.023,94
51.2,0.797,0.154,0.6,1.9,0.1,2.3,0.051,75.3
48.4,0.952,0.022,0.5,0.6,0,1.5,0.043,91.2
