SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214
47.5,0.926,0.051,0.5,0.3,0,1.5,0.021,90.8
51.2,0.94,0.032,0.4,0.4,0.1,1.9,0.023,91.9
50.4,0.948,0.027,0.6,0.3,0,1.5,0.02,93.2
49.9,0.976,0.005,0.5,0.2,0,1.2,0.019,95.8
50.9,0.953,0.024,0.4,0.5,0,1.3,0.035,92.2
46.5,0.961,0.023,0.3,0.3,0,1,0.018,94.4
51.4,0.863,0.09,0.4,2.2,0.1,2,0.039,83
36.1,0.694,0.281,0.5,0.2,0,1.8,0.02,67.8
47.7,0.624,0.351,0.7,0.6,0,1.3,0.023,60.7
51,0.958,0.018,0.4,0.5,0,1.5,0.019,94.1
51.1,0.954,0.022,0.4,0.6,0,1.4,0.022,93.3
51.1,0.896,0.072,0.8,0.5,0.1,1.8,0.031,87.2
51.1,0.957,0.016,0.5,0.8,0.2,1.2,0.079,88.6
51.3,0.967,0.008,0.7,0.7,0,1,0.05,92.6
52.8,0.598,0.373,0.3,1.1,0,1.4,0.036,56.8
50.9,0.934,0.041,0.5,0.5,0,1.5,0.017,92
50.9,0.903,0.069,0.4,0.6,0.1,1.7,0.05,86
51.6,0.847,0.12,0.5,0.8,0.1,2,0.053,80
51.3,0.927,0.041,0.5,0.8,0,1.9,0.033,89.9
50.9,0.919,0.06,0.3,0.3,0,1.5,0.02,90.1
49.9,0.959,0.016,0.8,0.4,0.1,1.3,0.017,94.6
50.5,0.948,0.024,0.6,0.5,0.1,1.6,0.039,91.4
50.1,0.724,0.197,0.7,2.5,0.5,4.2,0.096,64.9
50.8,0.954,0.023,0.3,0.7,0,1.3,0.019,93.7
45.2,0.942,0.037,0.4,0.2,0,1.4,0.012,93.2
51.6,0.871,0.108,0.2,0.4,0.1,1.4,0.038,83.7
50.7,0.974,0.007,0.4,0.3,0,1.2,0.013,96.2
49.5,0.946,0.024,0.8,0.3,0,1.9,0.022,92.8
49.8,0.987,0.002,0.3,0.1,0.1,0.7,0.015,97.3
50.2,0.97,0.007,0.5,0.3,0.1,1.4,0.017,95.7
50.6,0.94,0.024,0.8,1.3,0.1,1.4,0.058,89.1
50.8,0.95,0.022,0.6,0.5,0.1,1.6,0.045,91
50.9,0.945,0.027,0.4,0.6,0,1.7,0.017,93.1
50.9,0.895,0.078,0.5,0.7,0.1,1.5,0.062,84.1
50.7,0.797,0.14,0.5,3.3,0.1,2.3,0.072,73.6
50.8,0.982,0.003,0.3,0.3,0,1,0.007,97.5
50.8,0.972,0.007,0.5,0.4,0.1,1.2,0.034,94.3
50.9,0.958,0.012,0.5,1.2,0,1.2,0.056,90.8
52.4,0.423,0.533,0.4,2.6,0.1,1.4,0.06,37.2
50.5,0.957,0.021,0.5,0.3,0,1.4,0.026,93.4
49.7,0.944,0.019,0.8,1.1,0,1.8,0.025,92.2
51.6,0.951,0.024,0.4,0.7,0,1.4,0.017,93.7
51.2,0.895,0.071,0.4,1.4,0.1,1.7,0.044,85.7
50.7,0.781,0.187,0.5,0.7,0.2,1.9,0.025,76.1
50.4,0.878,0.091,0.7,0.3,0,2,0.03,85.3
50.8,0.98,0.005,0.3,0.2,0,1,0.044,93.8
50.4,0.977,0.003,0.4,0.2,0.1,1.3,0.015,96.5
50.1,0.977,0.007,0.3,0.2,0,1.2,0.013,96.5
50.6,0.937,0.036,0.4,0.7,0.1,1.4,0.083,86.4
51.1,0.921,0.043,0.4,1.4,0.1,1.8,0.033,89.4
44.9,0.921,0.061,0.4,0.2,0,1.1,0.018,90.5
51.1,0.888,0.082,0.3,1.2,0,1.4,0.023,86.9
51.2,0.955,0.02,0.5,0.3,0.1,1.6,0.021,93.8
51.2,0.9,0.045,0.3,3.7,0.1,1.4,0.047,85.6
50.9,0.894,0.069,0.4,1.5,0.1,1.7,0.037,86.2
39,0.752,0.217,0.7,0.8,0.1,1.5,0.17,59.9
48.9,0.939,0.022,1.5,0.9,0,1.4,0.546,41.6
51.1,0.812,0.157,0.8,1.1,0.1,1.2,0.212,61.5
50.5,0.928,0.02,1.2,2.1,0.1,1.9,0.267,67.9
49.9,0.957,0.011,1.2,0.3,0.1,1.6,0.082,88.5
50.7,0.957,0.017,1.2,0.2,0,1.3,0.084,87.8
50.3,0.956,0.014,1.2,0.6,0.1,1.2,0.626,35.1
50.4,0.875,0.096,0.8,0.6,0,1.5,0.259,63.3
49.3,0.937,0.017,2.7,0.7,0.2,1,0.611,36.5
50.5,0.96,0.009,1.1,0.5,0,1.4,0.179,79.1
49.1,0.871,0.08,1.7,1,0.1,2,0.35,55
51.9,0.942,0.031,0.7,0.2,0.1,1.8,0.124,82.9
40,0.886,0.086,0.8,0.7,0.1,1.2,0.578,32.7
50,0.677,0.227,1.1,3.3,0.8,4.4,0.235,48.2
50.8,0.852,0.083,1.2,2.9,0.2,2.2,0.593,29.2
49.6,0.956,0.011,1.4,0.5,0.1,1.3,0.188,78.2
46.5,0.957,0.006,0.9,0.2,0,2.6,0.169,80.8
50.5,0.95,0.02,0.9,0.6,0,1.6,0.171,79
49.5,0.71,0.247,1,1.1,0.1,2.2,0.073,64.8
49.3,0.775,0.135,0.8,6.3,0.1,1.8,0.292,49.9
49.3,0.804,0.114,0.7,5.6,0.1,1.8,0.248,57.2
50.1,0.936,0.014,1.7,1.2,0.1,1.9,0.431,53
50.5,0.945,0.029,0.6,0.1,0,1.9,0.277,67.8
50.4,0.964,0.011,0.7,1.4,0,0.5,0.896,8.3
50.4,0.931,0.038,0.8,0.6,0.1,1.7,0.209,73.2
50.3,0.84,0.131,1.1,0.3,0,1.5,0.201,65.4
51.1,0.944,0.024,1.1,0.6,0.1,1.4,0.219,73.8
49.6,0.889,0.07,1.5,1,0.1,1.5,0.498,42
49,0.901,0.031,0.8,4.8,0.1,1.1,0.479,43.8
50.7,0.953,0.015,0.8,0.6,0.1,1.7,0.094,86.7
51.7,0.972,0.009,0.6,0.8,0.1,0.5,0.887,9.9
51.6,0.787,0.169,1.1,0.9,0.2,2.3,0.234,57.3
50.3,0.955,0.009,1.4,0.5,0.1,1.7,0.1,86
51.6,0.802,0.171,0.7,0.4,0,1.6,0.043,76.5
49,0.942,0.026,1.6,0.5,0,1,0.627,34.1
49.7,0.873,0.09,1.1,1.3,0.1,1.3,0.213,67.8
48.9,0.809,0.15,1.6,0.6,0,1.9,0.22,61.4
41,0.87,0.101,0.7,0.8,0,1.4,0.295,58.5
49.8,0.955,0.009,1.5,0.3,0,1.9,0.054,90.9
50.5,0.908,0.051,2.5,0.3,0.2,1,0.57,37.3
51.3,0.953,0.01,2.1,0.3,0,1.3,0.211,75.8
49.8,0.936,0.028,1.3,0.5,0,1.7,0.177,77.5
50.9,0.742,0.096,0.7,12.9,0.1,2.5,0.151,60.4
51.1,0.89,0.059,2.5,0.5,0,2,0.324,59.8
49.9,0.835,0.135,1,0.8,0.1,1.2,0.283,57.7
50.7,0.941,0.023,0.8,1,0.1,1.7,0.266,69
50.9,0.964,0.01,1.2,0.3,0,1.1,0.273,70.6
30.1,0.949,0.026,0.6,0.4,0.1,1.4,0.563,40.7
50.4,0.926,0.032,1.4,1.1,0.1,1.7,0.17,76.8
50.4,0.744,0.174,1.2,2.2,0.8,4,0.179,59.4
52.3,0.876,0.104,0.5,0.1,0.1,1.3,0.243,64.5
50.2,0.933,0.03,1.6,0.7,0.1,1.3,0.619,34.1
50.3,0.943,0.019,1.9,0.7,0.1,1.1,0.64,33.8
50.7,0.928,0.044,1.2,0.1,0.1,1.5,0.54,41.1
51.2,0.91,0.013,3.1,1.7,0,2.8,0.735,21.3
48.5,0.931,0.02,1.9,0.9,0.1,1.9,0.429,52.6
50.7,0.68,0.231,1.1,5.9,0.1,1.7,0.393,31.1
44.8,0.903,0.066,1.1,0.6,0.1,1.3,0.555,37.3
50.4,0.947,0.02,1.7,0.6,0.1,1,0.706,27
50.5,0.865,0.08,1.9,0.6,0,2.9,0.072,80.5
50.8,0.793,0.096,0.9,7.7,0.1,2.5,0.19,61.7
47.9,0.877,0.095,0.9,0.6,0,1.3,0.339,56
42.4,0.887,0.06,2.1,1.1,0.1,2,0.295,62.8
50.9,0.962,0.017,0.8,0.6,0,0.7,0.859,12.2
51.5,0.924,0.051,0.7,0.4,0.1,1.4,0.109,81.8
48.4,0.969,0.014,0.8,0.3,0.1,0.5,0.885,9.9
50.8,0.946,0.025,1.1,0.6,0.1,1.2,0.16,79.6
49.6,0.911,0.049,1.4,1.1,0.2,1.4,0.575,36
49.7,0.955,0.008,2.2,0.7,0,0.7,0.544,43.9
50.6,0.87,0.097,0.8,0.7,0.1,1.7,0.251,63.4
51,0.921,0.04,1,1.3,0.2,1.4,0.812,13.3
50.9,0.946,0.017,1.4,0.8,0.1,1.4,0.201,76
52.3,0.718,0.248,1,0.5,0.2,1.8,0.225,51.6
47,0.89,0.07,1.2,0.5,0.1,2.2,0.105,79.4
50.8,0.904,0.069,1.2,0.4,0.1,1.1,0.199,72.2
50.4,0.928,0.038,1,0.4,0,1.8,0.279,67.1
50.3,0.932,0.042,1.3,0.4,0,1,0.562,39.5
51.4,0.922,0.053,0.4,0.8,0,1.3,0.187,74.2
50.9,0.572,0.211,0.6,19,0.1,2,0.24,35.1
51,0.919,0.045,1.1,0.8,0,1.7,0.137,79.3
48.2,0.797,0.165,1.4,0.8,0,1.6,0.148,67.3
41.3,0.92,0.039,0.9,2.3,0,0.9,0.778,16.2
49.4,0.949,0.022,1.1,0.5,0,1.3,0.395,57.4
50.6,0.801,0.136,0.8,3.4,0.1,1.9,0.237,58.1
35.4,0.902,0.074,0.8,0.7,0.1,0.9,0.5,42.3
51.5,0.967,0.006,1.2,0.4,0.1,0.9,0.216,76.5
45.8,0.964,0.017,0.9,0.1,0.2,0.8,0.341,63.1
50.1,0.923,0.052,1,0.4,0,1.1,0.357,58.5
49.5,0.89,0.076,1.7,0.5,0.1,1.1,0.494,42.9
47.5,0.906,0.052,1.4,0.7,0,2.1,0.271,65.4
51.2,0.883,0.062,1.8,1.2,0.1,2.5,0.126,76.8
51,0.752,0.205,1,1.3,0.1,1.9,0.18,58.8
45.5,0.804,0.165,0.9,0.7,0.1,1.5,0.228,59.1
50.6,0.868,0.079,1,1.7,0.2,2.5,0.37,52.2
48.1,0.905,0.059,1.7,0.6,0.1,1.2,0.582,35.2
51.2,0.894,0.075,1.5,0.4,0.1,1.1,0.344,57.5
50.9,0.955,0.01,1.8,0.6,0.1,1,0.113,86.1
49.3,0.961,0.01,1.7,0.3,0,0.9,0.454,52.7
49.1,0.899,0.061,1,0.7,0,2.3,0.228,68.9
50.6,0.919,0.057,0.5,0.7,0,1.2,0.056,86.8
50.2,0.705,0.195,1.1,7,0.1,1.7,0.418,31.4
51.1,0.739,0.225,1.2,0.7,0.1,1.6,0.123,63.2
38.3,0.901,0.075,0.7,0.7,0,0.9,0.263,64.6
47.1,0.918,0.046,1,0.7,0,2,0.255,68.3
50.2,0.909,0.041,1.2,1.5,0.2,2,0.37,56.2
49.2,0.963,0.007,1.2,0.8,0.1,0.9,0.323,65
51.2,0.901,0.067,0.8,0.7,0.1,1.7,0.12,79.1
51.2,0.97,0.009,0.5,1.1,0,0.4,0.912,7.1
50.9,0.901,0.069,0.9,0.5,0.1,1.6,0.201,71.5
50.6,0.923,0.044,1.5,0.5,0,1.3,0.467,48
50.9,0.962,0.008,1,0.6,0.1,1.3,0.115,85.4
50.7,0.89,0.075,1,0.7,0.1,1.8,0.162,74.2
47.1,0.719,0.258,0.7,0.6,0,1.1,0.109,62
43.1,0.885,0.07,1.6,1.2,0.1,1.6,0.403,51
49.3,0.944,0.018,1.4,1.1,0,1.3,0.782,19.1
50.6,0.87,0.084,1.1,1.4,0.2,1.9,0.149,73.4
50,0.92,0.03,2.1,0.6,0.1,2.2,0.223,71.4
48.2,0.95,0.015,0.8,0.4,0,2.3,0.275,68.5
44.1,0.931,0.042,1,0.6,0.1,0.9,0.163,77.9
50.1,0.897,0.072,0.8,0.7,0,1.5,0.314,60
50.8,0.806,0.166,0.7,0.7,0.1,1.4,0.066,74.6
49.7,0.945,0.019,1.2,0.4,0,2,0.337,62.7
48.8,0.593,0.343,1,3.9,0.1,1.5,0.189,42.5
49.8,0.972,0.008,0.6,0.7,0,0.7,0.916,6.7
50.6,0.965,0.01,1.1,0.6,0.1,0.8,0.797,18.7
50,0.927,0.032,1,0.9,0.5,1.7,0.2,74
37.1,0.832,0.134,1.3,0.7,0,1.4,0.271,59
41.7,0.89,0.087,1.1,0.4,0,0.8,0.525,38.5
50.8,0.854,0.107,1,1,0.1,1.8,0.194,67.5
51.2,0.957,0.011,0.7,1,0.1,1.5,0.224,74.4
48.3,0.935,0.043,1.5,0.5,0,0.3,0.74,21.3
50.7,0.954,0.011,1.3,0,0.1,2,0.181,78.2
51.8,0.94,0.02,1.1,1,0.1,1.7,0.256,70.2
50.7,0.968,0.005,1.1,0.7,0.1,0.8,0.255,72.3
50.4,0.954,0,1.5,0,0,3.1,0.172,79
43.9,0.944,0.018,1.2,0.6,0.2,1.7,0.565,40.6
48.8,0.908,0.044,0.8,2.4,0.2,1.5,0.717,21.6
50.3,0.904,0.061,1.3,0.2,0.1,2,0.336,59.3
51.7,0.814,0.135,1.7,0.7,0,2.7,0.075,74.8
50,0.91,0.051,1.8,0.4,0.1,1.7,0.54,40.3
50.8,0.902,0.041,1.2,1.3,0.3,2.9,0.189,73.1
41.3,0.968,0.011,0.8,0.5,0,0.8,0.844,13.9
51.3,0.907,0.07,0.6,0.4,0.1,1.2,0.177,74.5
49.7,0.855,0.113,1.1,0.5,0.2,1.4,0.229,64.2
50.4,0.895,0.075,0.8,0.8,0,1.4,0.142,76.3
50.8,0.857,0.109,1,0.7,0.1,1.6,0.207,66.5
48.1,0.785,0.181,1.1,0.6,0.1,1.6,0.208,59.6
48.8,0.932,0.018,2.1,0.5,0.2,2.3,0.316,64.5
46.2,0.923,0.049,1.2,0.7,0,0.9,0.375,56.3
51.7,0.96,0.013,0.9,0.6,0,1.2,0.098,87.1
41.9,0.965,0,3.5,0,0,0,0.209,75.6
50.6,0.87,0.078,1.1,2.3,0.1,1.7,0.34,55.2
49.6,0.934,0.025,1.9,0.3,0,1.9,0.477,48.8
42,0.76,0.203,1.1,0.8,0,1.7,0.222,56
51.1,0.739,0.222,1.1,0.7,0,2,0.041,70.7
50.2,0.947,0.023,1.3,0.3,0.1,1.2,0.456,51.1
50.3,0.969,0.01,0.6,0.2,0.2,0.9,0.238,74.3
50.2,0.835,0.115,1.3,2.2,0.1,1.4,0.404,45.7
50.6,0.969,0.006,1.5,0.5,0,0.4,0.951,3.1
50.2,0.944,0.028,1,0.6,0,1.2,0.311,65.2
51.2,0.803,0.151,1.1,1.6,0.1,1.8,0.252,57.3
48.8,0.95,0.014,0.5,0.5,0,2.6,0.378,59.4
48.4,0.939,0.028,1,0.9,0.1,1.2,0.509,44.9
50,0.959,0.017,1.4,0.3,0.1,0.6,0.354,62.2
49.8,0.889,0.068,1.1,1.6,0.1,1.5,0.424,48.6
50.3,0.867,0.1,1.2,0.7,0,1.3,0.255,63.2
51,0.965,0.011,0.9,0.2,0,1.2,0.173,80.3
39.9,0.841,0.119,1.5,0.7,0.1,1.7,0.392,48.5
50.8,0.96,0.008,1.4,0.4,0,1.4,0.105,86.5
50.5,0.896,0.049,1,2.7,0.1,1.7,0.225,68.6
47.9,0.855,0.03,1.5,8.6,0.2,1.2,0.528,34.9
52,0.731,0.23,1.2,0.5,0.1,2,0.091,65.1
48.4,0.951,0.021,1.7,0.9,0,0.2,0.165,79.9
52.3,0.773,0.183,0.9,1.7,0.1,1.7,0.185,60.3
50.5,0.815,0.14,1.1,0.8,0.9,1.7,0.256,58
48.4,0.769,0.201,0.8,0.7,0,1.5,0.036,73.8
49.7,0.916,0.052,1,0.7,0,1.5,0.36,57.7
50.7,0.912,0.044,0.8,2,0.1,1.4,0.624,30.9
49.1,0.954,0.01,1.4,0.8,0,1.3,0.515,45.8
48.9,0.923,0.036,1.1,1.2,0,1.8,0.146,78.6
50.5,0.878,0.088,0.7,1.1,0.1,1.5,0.069,81.6
50.9,0.942,0.025,1,0.7,0.1,1.5,0.198,75.5
50.5,0.81,0.16,0.6,0.5,0.1,1.7,0.091,73.1
50,0.951,0.017,0.9,0.7,0.1,1.6,0.114,84.4
48.3,0.944,0.017,2,0.5,0.3,1,0.621,35.9
43.3,0.922,0.044,1.1,1.2,0.1,1,0.676,26.5
46.4,0.841,0.114,2.2,0.7,0.1,1.4,0.144,71
48.7,0.811,0.106,1.3,4.8,0.1,2,0.374,46.3
50.1,0.943,0.015,1.6,1.6,0,0.9,0.827,14
50,0.936,0.029,1.1,0.8,0,1.5,0.082,86.2
50.8,0.925,0.032,0.9,1.7,0.1,1.7,0.195,74.3
47.7,0.921,0.039,1.1,0.7,0,2.2,0.659,30.2
50.6,0.947,0.009,1.9,0.3,0.4,1.8,0.267,69.6
51.7,0.79,0.174,1.5,0.3,0,1.7,0.072,73.1
39.9,0.916,0.055,0.9,1.1,0.1,0.8,0.744,19.1
50.5,0.9,0.067,1,0.8,0,1.5,0.498,42.5
50.8,0.966,0.005,0.3,0.2,0,2.4,0.109,86.4
50.5,0.76,0.206,0.9,0.8,0.1,1.6,0.197,58.3
51,0.884,0.061,0.8,2.8,0.1,1.8,0.17,72.6
50,0.938,0.026,1.6,0.7,0.1,1.1,0.339,62.3
47.1,0.789,0.177,1,0.7,0.1,1.6,0.161,64.3
50.7,0.898,0.075,0.8,0.4,0,1.5,0.043,86.1
51.3,0.747,0.228,0.6,0.5,0,1.5,0.074,68.3
49.6,0.862,0.103,0.9,0.5,0,1.9,0.127,74.9
49.8,0.942,0.022,0.9,1.1,0.1,1.4,0.56,40.2
47.7,0.944,0.025,1.3,0.3,0,1.6,0.291,67.1
48.9,0.954,0.018,0.6,0.5,0,1.7,0.522,45.4
46,0.914,0.051,1.2,0.8,0.1,1.4,0.393,54.5
51.2,0.959,0.014,0.6,0.4,0.1,1.6,0.115,85.5
50.5,0.792,0.176,0.9,1,0,1.2,0.18,62.8
47.7,0.954,0.012,1.6,0.6,0,1.2,0.422,55.3
51.7,0.781,0.179,0.8,1.5,0.1,1.6,0.187,60.7
50.7,0.942,0.012,1.3,1,0,2.3,0.194,76.8
51.4,0.988,0.004,0.3,0.3,0,0.2,0.958,3.8
47.7,0.947,0.026,1.1,0.5,0,1,0.229,73
47.8,0.943,0.013,1.8,0.1,0.1,2.3,0.38,57.8
51.9,0.924,0.038,1.4,0.9,0,1.5,0.156,78.5
49.7,0.968,0.009,1,0.4,0,0.8,0.608,38.1
47.7,0.884,0.083,1.4,0.4,0.1,1.4,0.421,48.8
51.1,0.752,0.162,0.9,5.3,0.2,2.3,0.278,49.3
51.1,0.866,0.078,1,1.9,0.1,2.6,0.236,65.2
46.8,0.918,0.019,2.8,2.4,0,1.1,0.489,46
47.2,0.919,0.052,1.1,0.6,0,1.2,0.532,41.3
51,0.965,0.011,0.9,0.4,0,1.1,0.119,85.3
50.5,0.848,0.103,2.4,1,0.2,1.3,0.415,46.8
50.3,0.908,0.046,1.1,1.3,0.1,2,0.381,55.1
49.6,0.807,0.089,1.3,6.5,0.1,2.4,0.339,49.7
51.8,0.873,0.098,0.8,0.4,0,1.6,0.092,78.7
45.9,0.861,0.115,0.8,0.4,0,1.3,0.077,79.2
50.5,0.878,0.085,1.1,0.5,0,2,0.079,80.8
49,0.924,0.027,2.9,0.4,0,1.7,0.528,43.3
50.7,0.96,0.012,1.1,0.7,0.1,0.9,0.702,27.9
49.2,0.952,0.02,0.9,0.8,0.2,1,0.804,16.8
50.9,0.938,0.031,1,0.5,0.1,1.6,0.102,84.4
50.9,0.894,0.069,0.9,1.4,0.1,1.4,0.453,46.2
41.2,0.734,0.231,0.8,1.2,0.1,1.4,0.178,57.1
50.2,0.705,0.256,1.6,0.8,0.1,1.4,0.298,43.3
50.3,0.908,0.049,1.7,0.7,0.1,1.8,0.515,42.2
50.7,0.785,0.18,0.5,1.8,0,1.1,0.151,64.8
51.2,0.976,0.007,0.6,0.7,0,0.4,0.952,3.7
50.7,0.836,0.141,0.7,0.6,0.1,0.9,0.397,45.8
48.9,0.932,0.028,1.5,0.7,0,1.7,0.273,67.9
48.4,0.83,0.109,1.3,2.2,0.1,2.5,0.183,66.6
51,0.866,0.087,1.5,1,0.1,2,0.287,59.9
45.4,0.953,0.027,0.7,0.8,0.1,0.5,0.877,9.4
50.9,0.836,0.068,0.9,6,0.1,2.6,0.239,61.7
49.9,0.954,0.017,0.9,0.5,0,1.4,0.386,58.2
48.7,0.937,0.03,1.8,0.6,0,0.9,0.582,38.2
49.6,0.953,0.016,1,0.5,0.1,1.5,0.184,77.9
50.6,0.919,0.05,1,0.6,0.1,1.4,0.096,83.3
50.6,0.95,0.016,1.7,0.5,0,1.2,0.631,34.4
50.6,0.95,0.016,1.3,0.6,0.1,1.4,0.179,78.7
49.6,0.987,0.004,0.5,0.2,0,0.2,0.939,5.5
49.9,0.966,0.013,1,0.2,0.2,0.8,0.93,6.2
48.7,0.942,0.004,2,1.3,0.5,1.6,0.109,85.3
49.4,0.952,0.005,1.2,1,0.2,1.8,0.091,87.2
50.1,0.932,0.008,1,2.6,0.5,1.9,0.105,84.2
50.3,0.95,0.008,1.6,0.7,0.2,1.8,0.131,83.2
44.1,0.96,0.004,1.4,0.5,0.1,1.6,0.042,93
49.6,0.927,0.014,0.7,2,0.7,2.5,0.091,84.7
48.9,0.916,0.006,4.6,0.5,0.4,2.3,0.081,85.2
49.2,0.97,0.005,0.9,0.5,0.1,1,0.063,91.4
47.8,0.945,0.005,2.4,1.1,0.3,1.3,0.056,89.9
50.1,0.917,0.007,4.4,1,0.1,2.2,0.1,83.2
50,0.934,0.007,2.5,1,0.4,2,0.083,86.3
48.9,0.964,0.004,1,0.4,0.2,1.5,0.047,92.7
50,0.958,0.004,1.7,0.5,0.1,1.5,0.045,91.6
49,0.95,0.005,2,0.9,0.2,1.4,0.128,84.1
49.1,0.976,0.003,0.4,0.7,0.1,0.9,0.027,95.3
48.5,0.97,0.002,1,0.5,0.1,1.1,0.077,90.2
48.7,0.976,0.003,0.8,0.3,0,1,0.046,93.2
49.8,0.885,0.02,1.3,3.9,1.6,2.6,0.178,72.6
50.2,0.5,0.004,46.6,0.7,0.1,2.2,0.051,46.6
47.7,0.943,0.01,1.7,0.8,0.6,1.6,0.097,85.9
49.1,0.965,0.003,1.5,0.4,0.2,1.2,0.049,92.3
48.9,0.954,0.007,0.6,1.7,0.2,1.5,0.116,84.7
49.5,0.943,0.009,1.3,0.8,0.5,2.2,0.118,83.7
49.1,0.884,0.006,7.7,0.5,0.5,2.2,0.08,82
49.6,0.935,0.007,0.8,1.6,0.9,2.4,0.112,83.3
48.6,0.958,0.005,0.8,1.2,0.2,1.5,0.129,84.2
50.5,0.937,0.008,1.7,0.9,0.9,2,0.1,85.2
49.2,0.962,0.001,1,0.8,0.3,1.6,0.048,92.3
49.8,0.929,0.016,1.2,1.5,0.3,2.4,0.177,77.1
51.3,0.688,0.281,0.7,0.7,0.2,1.6,0.089,61.1
52.2,0.823,0.099,0.4,4.9,0.1,2.5,0.057,77.5
51.6,0.664,0.226,0.8,6.9,0.1,3.1,0.166,52.3
50.8,0.929,0.048,0.2,0.5,0.1,1.5,0.014,91.8
51.3,0.748,0.219,0.6,1.1,0.1,1.6,0.031,72.7
52.2,0.773,0.191,0.9,0.5,0,2.1,0.022,75.4
51.5,0.776,0.199,0.3,0.4,0,1.8,0.012,76.6
49.9,0.766,0.091,0.7,10.3,0.1,3.2,0.157,62.8
49.4,0.937,0.042,0.3,0.6,0,1.3,0.025,91.5
49.3,0.935,0.05,0.2,0.4,0,1,0.018,92
50.7,0.9,0.07,0.3,1.2,0,1.4,0.02,88.3
44.7,0.951,0.037,0.1,0.3,0,0.8,0.007,94.5
50.6,0.943,0.035,0.3,0.7,0,1.2,0.015,93.1
52.5,0.91,0.059,0.3,0.9,0,1.9,0.017,89.6
47.6,0.43,0.551,0.3,0.4,0.1,1.1,0.021,41.5
49.1,0.962,0.028,0.1,0.3,0,0.6,0.006,95.7
45.6,0.628,0.346,0.3,0.4,0,1.8,0.021,61
53.2,0.907,0.053,1.2,0.6,0.3,2,0.025,88.4
51.3,0.823,0.145,0.3,1,0,1.8,0.022,80.4
50.9,0.67,0.282,0.8,0.9,0.1,3.1,0.042,63.8
50.4,0.978,0.009,0.3,0.2,0,0.7,0.031,95
50.9,0.421,0.475,7.2,0.4,0.1,2.7,0.017,41.1
50.2,0.685,0.293,0.4,0.3,0,1.5,0.028,66.9
51.7,0.699,0.192,0.4,7.1,0.1,3.2,0.049,66.1
51,0.627,0.301,0.4,3.4,0.1,3.2,0.053,58.9
51.8,0.698,0.233,0.6,3.6,0.1,2.6,0.08,63.4
50,0.908,0.051,0.4,1.2,0.1,2.5,0.044,87
53.8,0.798,0.139,0.6,3.3,0.2,2.2,0.053,75.8
50.6,0.837,0.128,0.4,0.8,0,2.4,0.025,81.5
49.9,0.984,0.002,0.3,0.2,0,0.9,0.01,97.7
49.7,0.789,0.158,0.7,1.5,0.1,3,0.092,71.4
52.2,0.648,0.322,0.6,0.4,0,2.1,0.024,63.1
53.8,0.475,0.494,0.4,1.2,0.1,1.5,0.034,44.8
49.2,0.987,0.004,0.2,0.2,0,0.5,0.009,97.9
51.1,0.646,0.327,0.4,0.6,0.1,1.6,0.029,62.5
53.8,0.332,0.637,0.5,1.2,0.1,1.3,0.055,29.2
52.9,0.576,0.379,0.9,1,0.2,2.3,0.036,55.3
50.5,0.666,0.1,0.7,19.2,0.1,3.5,0.164,52
50.7,0.733,0.054,0.8,17,0.1,3.4,0.166,58.8
51,0.806,0.053,0.5,9.3,0.1,4.3,0.095,72.3
50.5,0.873,0.082,0.5,1.5,0.1,2.4,0.072,81
49.6,0.961,0.019,0.2,0.6,0,1.2,0.028,93.7
54.3,0.815,0.154,0.3,0.7,0.1,2,0.032,78.9
50.7,0.894,0.084,0.5,0.4,0,1.3,0.027,87.2
54.9,0.392,0.573,0.4,0.9,0,2.1,0.023,37.8
50.2,0.914,0.046,0.4,1.6,0.1,2,0.074,84.8
54.5,0.684,0.241,0.8,3,0.1,3.7,0.109,60
53,0.897,0.07,0.3,0.6,0.3,2.1,0.147,76.8
50.8,0.967,0.016,0.2,0.5,0,1,0.016,95.2
50.7,0.878,0.084,0.5,0.9,0,2.4,0.033,85
50.6,0.793,0.177,0.3,1.3,0,1.4,0.024,77.3
51.3,0.961,0.023,0.2,0.2,0,1.1,0.03,93.4
50.4,0.886,0.069,0.3,1.7,0,2.4,0.05,84.2
38.8,0.388,0.593,0.3,0.6,0,1,0.021,37.5
52,0.613,0.366,0.3,0.5,0,1.2,0.019,59.8
51.9,0.433,0.498,0.5,2.4,0.2,3.8,0.053,40.1
51,0.867,0.096,0.5,1.6,0.1,1.6,0.026,84.6
52.1,0.841,0.084,0.7,4,0.2,2.6,0.186,68.1
52.8,0.593,0.301,0.4,7.9,0.1,2.2,0.054,55
51.8,0.753,0.22,0.3,0.6,0,1.7,0.054,70.5
50.3,0.982,0.008,0.3,0.4,0,0.2,0.015,97.2
53.3,0.555,0.394,0.6,1.1,0.2,3.2,0.072,50.4
51.3,0.727,0.239,0.4,1,0,1.9,0.027,70.6
51.7,0.806,0.136,0.4,2.6,0.1,2.7,0.055,76
49.7,0.684,0.269,1.8,0.4,0,2.4,0.031,65.7
49.4,0.773,0.173,0.6,1.4,0.1,3.2,0.044,73.9
51.3,0.779,0.175,1.4,0.9,0,2.3,0.025,76
53.3,0.699,0.28,0.2,0.7,0,1.1,0.016,68.7
47.7,0.942,0.042,0.4,0.3,0,0.9,0.018,92.8
