votes_dem_2016,votes_gop_2016,total_votes_2016,AGE135214,AGE295214,age65plus,SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214,POP715213,POP645213,NonEnglish,Edu_highschool,Edu_batchelors,VET605213,Income,INC110213,Poverty,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,Density
8892,9817,20475,6.9,17.6,7.9,46.6,0.84,0.069,0.8,4.8,0.2,3.2,0.081,77.1,74.9,6.4,8.3,95.4,45,5064,22948,43962,23.2,1568,20159,-0.4,3140,3595,0.8,1.1,1.9,0,0,28.7,0,93235,728603,10498,125435,294,609.77,116.6
273,1999,2378,6.3,23.3,20.6,50.9,0.973,0.006,0.3,0.4,0.1,1.3,0.025,95.1,89.5,1,2.8,91.5,20.9,468,23768,42449,18.3,199,1508,4.1,581,427,0,0,0,0,0,52.9,0,120294,56427,10991,0,3,890.53,5.8
227,1177,1474,4.3,19.5,24.2,50.4,0.971,0.004,0.8,0.2,0,1.5,0.033,94.2,88,0.9,3.6,90.7,19.4,315,24175,42610,12.8,99,1105,10.9,292,199,0,0,0,0,0,0,0,27743,30704,9689,901,1,717.76,4.6
454,2544,3148,6.3,21.6,22.4,49.9,0.954,0.011,1,0.9,0,1.6,0.025,93.1,85.2,0.7,3.2,90.6,21.8,619,24683,37111,14.6,276,2011,4.3,805,0,0,0,0,0,0,0,0,70326,67979,10110,10038,1,886.26,7.9
6084,13367,21206,6.8,24.2,15.7,50.3,0.9,0.036,0.8,2.5,0.1,3,0.109,80.3,84,5.1,9.5,89,23.9,4288,24935,47215,17.4,1566,27280,0.7,3472,0,0,0,0,0,0,0,0,816434,1064587,19676,96095,65,720.23,77.2
232,1832,2159,6.4,25.9,17.8,49.5,0.969,0.006,1,0.6,0.1,0.7,0.175,80.4,85.7,13.4,19.9,86.4,23.4,314,26274,50605,11.3,191,1345,7.5,434,0,0,0,0,0,0,0,0,131534,46785,10344,0,6,717.54,6.9
66716,101319,180750,7.6,26.5,12.8,50.4,0.81,0.095,1.4,4.4,0.1,3.6,0.139,68.9,83.5,8.4,13.6,88.6,28.7,36325,25603,49865,15.3,11751,221272,2.8,30510,38736,4,1.1,3.1,0,2.7,27.9,21117142,12449361,6574213,13838,846879,1225,997.51,499.6
1491,3025,4743,9.8,31.3,8.8,48.5,0.891,0.042,1.5,3,0.2,1.9,0.591,32.9,81,32.2,56.5,63.3,12.6,774,19015,50185,19.4,556,9890,-0.7,1297,1640,0,2,0,0,0,19.2,0,197478,314598,13898,32249,62,639.5,35.9
33270,35349,73648,6.7,24.3,16.1,51.5,0.844,0.088,1.4,1.4,0.1,3.9,0.116,74.8,83,4.6,8.4,90.3,28.6,16162,26057,48451,16.7,4259,75553,-0.9,9615,12500,2.7,0.8,1.9,0,3,31.4,0,915256,2310142,13295,0,243,544.02,327.1
126,1186,1362,4.8,23.4,22.7,48.8,0.979,0.002,0.5,0.2,0.1,1.2,0.038,94.6,88.8,0.7,2.7,90.8,22.4,241,26841,48674,12.9,105,685,1.3,272,0,0,0,0,0,0,0,0,88426,18361,7482,768,0,895.96,2.9
340,2043,2537,7,23.8,18.3,50,0.953,0.01,0.6,1.1,0.1,1.8,0.122,84,83,2.4,7.9,88.9,15.7,471,21476,38634,16.8,259,2014,3.7,435,727,0,0,0,0,0,37.6,0,119079,110618,18781,11006,0,1056.07,5.7
295,1635,2014,5.2,19.8,26.3,50.1,0.971,0.005,0.5,0.2,0.1,1.8,0.017,95.5,92.3,0.4,1.1,89.2,16.7,456,26811,45556,15.4,146,945,0.2,336,488,0,0,0,0,0,0,0,71095,23598,5980,1422,6,895.47,4.3
303,1485,1884,5.3,24,20.5,49.1,0.954,0.007,1.9,0.5,0,1.4,0.131,84,89,6.2,11.3,87.9,19.1,355,23240,43292,15.1,129,643,-0.9,398,446,0,0,0,0,0,22,0,18054,15895,3613,1152,7,792.05,5.6
132,580,742,7.9,27.9,16.6,49.7,0.948,0.009,2.3,0.3,0.2,1.5,0.362,60.9,84.8,19,34.7,76.9,18.5,76,21712,46382,4,60,408,5.2,185,167,0,0,0,0,0,0,0,0,16449,7701,813,0,680.35,3.3
215,1564,1853,7.8,30.8,13.2,50,0.956,0.008,1.6,0.4,0.2,1.4,0.349,62.3,84.2,20.2,28.9,80.6,17.6,361,24950,54494,15.1,136,1163,11.2,392,529,0,0,0,0,0,17.2,0,113664,40304,7989,0,15,727.29,7.9
2039,6844,9494,6.6,24.9,17.1,50.1,0.946,0.013,1.2,0.4,0,2.4,0.052,90.1,84.7,0.7,1.9,90.9,17.8,1899,22972,47894,13.4,490,4562,1.7,1459,2257,0,0,0,0,0,19,0,202179,131407,5531,16779,62,1181.94,20.4
467,2832,3483,7.2,23,15.5,50.8,0.96,0.008,1,0.7,0.1,1.4,0.054,91.4,80.5,2.3,4.5,91.6,27.9,531,26903,48187,11.2,333,2834,-2.5,799,997,0,0,0,0,0,20.2,0,163087,159367,21574,18327,35,1074.69,7.4
193,1211,1459,4.4,18,24.2,50.6,0.974,0.007,0.3,0.4,0.1,1.1,0.02,95.6,83.9,1.5,5.4,90.2,21.5,306,23095,45714,6.7,119,922,-4.4,326,0,0,0,0,0,0,0,0,24137,40422,13740,4032,0,889.48,3.4
773,2358,3340,7.5,25,17.5,49.3,0.961,0.008,0.7,0.3,0,2.2,0.034,93.2,92.3,0.7,1.4,95.4,20.6,590,24199,54694,6.4,134,866,-1.1,538,645,0,0,0,0,0,21.7,0,13434,26718,3920,0,14,794.3,8.9
45,711,779,5.8,24.6,21.4,50.8,0.968,0.009,0.5,0.1,0,1.7,0.067,91.2,93.4,5,8.6,87.5,23.5,100,25429,47454,8.4,60,300,7.5,145,145,0,0,0,0,0,0,0,0,6284,4388,0,0,913.65,1.6
378,2136,2677,5.5,22.7,23.6,49.6,0.974,0.006,0.5,0.4,0,1,0.034,94.4,92.2,2.3,3.1,90.3,16.1,514,22621,42515,10.2,212,1480,-3.5,456,532,0,0,0,0,0,0,0,111261,34776,5992,2497,2,894.76,6.5
139,765,934,7.7,26.4,18,48.2,0.969,0.011,0.9,0.2,0,0.9,0.284,69.9,89.4,13.8,25.1,77.4,16.6,145,23799,53018,9.9,86,533,1.7,196,360,0,0,0,0,0,20.8,0,68179,18489,8528,529,0,718.57,3.1
550,2747,3482,5.8,23.9,20.1,50.6,0.946,0.005,1.5,0.7,0.1,2.5,0.028,92.3,81.7,1.1,2.1,81.9,13,753,19929,38917,17.8,245,3374,-2.3,599,0,0,0,0,0,0,0,0,0,54160,5539,5805,3,570.42,16.5
270,1063,1420,4.8,20.9,22.6,50.4,0.958,0.005,1.4,0.1,0,2.2,0.027,93.6,82.8,0.5,1.5,90.7,18.2,312,21774,33839,19.6,87,439,-8.7,273,259,0,0,0,0,0,0,0,27383,17184,5223,1526,4,497.82,6.6
29346,15520,47467,8.4,28.3,11.2,50.7,0.669,0.248,1.3,3.7,0.2,3.1,0.273,42.5,81.7,14.6,24.3,78.2,15.5,10210,18957,39402,23.9,3047,67688,1.8,7373,8571,14.5,2.6,2.6,0,6.2,27.1,7634498,4127478,1710043,11154,241883,493,151.6,1039
1323,6637,8228,5.5,21,16.4,50.6,0.951,0.03,0.3,0.3,0.1,1.2,0.019,93.5,88.4,0.9,2,73.7,13.9,1378,17371,32524,19.1,317,4138,-4.5,1525,1974,0,0,0,0,0,17.6,0,54740,137063,7655,9057,0,405.28,46
1349,6466,8085,6.2,23.9,16.1,50.6,0.971,0.011,0.3,0.3,0,1.2,0.019,95.4,86.5,1.4,5.3,76.4,12.7,1508,19086,40008,18.6,238,3121,3.1,1390,1452,0,0,0,0,0,25.6,164790,97666,112099,5945,8240,0,344.34,58
2634,8242,11414,5.7,23.9,14.2,51.1,0.956,0.022,0.2,0.6,0.1,1.4,0.015,94.2,86,1.4,2.7,87.2,20.4,1504,24161,52646,11.3,317,3289,-1.4,1365,1646,0,0,0,0,0,30.4,600926,0,170715,8002,11256,38,201.83,106.1
816,3161,4097,5.2,21.9,19.5,50.7,0.943,0.031,0.2,0.3,0,2,0.013,93.2,93.3,1,1.8,84.4,13.1,739,24781,44588,14.4,132,1804,-0.7,458,795,0,0,0,0,0,30.7,0,0,52778,6485,1841,0,246.66,33.4
4275,13483,18473,6.2,23.7,16.8,51.5,0.932,0.042,0.3,0.7,0.1,1.5,0.03,90.8,86,1.6,3.3,79.2,14.7,2483,19745,38873,20.8,867,14621,7.5,3208,4480,0,0,0,0,1,24.2,1024905,0,552941,13464,64669,86,487.54,86.5
1361,3082,4577,6.6,25.3,16,50.5,0.968,0.015,0.2,0.2,0.1,1.2,0.013,95.7,82.1,0.8,1.3,73.9,12,586,16367,30797,28,146,1038,2.1,769,878,0,0,0,0,0,0,0,0,51512,4474,0,0,278.79,41.6
1720,7764,9714,6.4,21.6,17.3,51.3,0.952,0.024,0.2,0.4,0.1,1.7,0.01,94.4,90.6,0.3,0.9,68.3,10.8,1668,15091,26228,33.5,514,6923,-5.7,1494,1696,0,0,3.7,0,0,29.4,0,196103,374889,12915,38133,20,359,79.9
15026,39082,57550,7.2,27.3,11.2,50.4,0.92,0.032,0.2,2.7,0.1,1.8,0.04,88.5,86.5,4.5,6.3,91.9,30.4,8606,29235,67225,9,2983,76345,7.2,7102,9122,1.9,0,2,0,0.5,27.3,4690957,0,2439188,21623,0,354,246.36,482.3
2791,5569,8791,5.7,22.7,17.5,51.2,0.912,0.063,0.4,0.4,0,1.7,0.069,85,87.2,5.2,6.3,81.6,15.8,1585,22893,40933,17.2,377,5450,-2.7,1310,1664,0,0,0,0,0,25,0,0,175304,8939,13466,27,289.72,69
6021,13591,20443,5.8,21.2,17.9,50.3,0.947,0.031,0.3,0.5,0,1.4,0.016,93.3,86.4,1.2,2,87.6,16.3,4336,24530,40379,19.9,1387,23282,-2.3,2497,3966,0.6,0,1.7,0,0,19.8,0,0,934561,19244,100532,5,159.86,309.9
4281,8040,12928,5.2,20.3,17.6,50,0.889,0.078,0.3,0.9,0,2.1,0.03,86.3,80.5,2.5,4,84.7,22.8,2087,22249,41473,18.3,736,14364,11.7,1952,2721,1.7,0,0,0,0,25.2,0,71157,430021,14875,57725,31,180.17,157.8
705,2711,3522,6.4,24.3,15.4,50.2,0.977,0.007,0.3,0.1,0,1.2,0.016,96.3,93.5,0.9,1.4,80.9,14.2,571,20918,39196,16.8,96,843,7.9,605,923,0,0,0,0,0,25.5,0,0,25883,3007,0,0,205.61,41.3
1537,3991,5728,5.8,21.1,15.4,50,0.979,0.005,0.1,0.7,0.1,0.7,0.008,97.2,90,0.7,1.7,63.8,9.8,566,14706,24045,32.5,227,3135,-2.3,570,0,0,0,0,0,0,0,0,0,103735,6652,8742,1,492.41,28.2
1960,6484,8765,5.6,22.9,17.6,50,0.958,0.022,0.5,0.3,0,1.2,0.013,94.7,87.4,0.4,2.8,76.6,9.4,1707,18101,38907,19.6,285,2409,2.5,1223,1412,0,0,0,0,0,23.2,0,19378,113835,5968,7882,2,567.17,35.4
8255,26210,36036,5.2,23.1,13.6,50.5,0.967,0.011,0.3,0.6,0,1.2,0.017,95.2,89.1,0.9,1.7,85,12.7,5928,24308,54836,10.2,1044,15471,2.8,4307,5198,0.9,0,0,0,0,23.6,0,879650,500549,6788,73041,231,297.02,250.2
947,4428,5575,5.8,22.8,17.5,50.6,0.975,0.007,0.5,0.3,0,1,0.04,94,90.9,1.7,2.9,75.5,8.2,802,18136,35430,25.1,189,1917,3,823,1008,0,0,0,0,0,23.4,120473,0,57992,4362,5358,0,426.09,29.8
1260,4507,5972,5.9,22.3,19.3,51.6,0.924,0.055,0.3,0.3,0.1,1.4,0.015,91.1,85.7,0.4,0.8,84,16.8,1002,20327,37127,21.4,286,3706,2.1,750,1094,0,0,0,0,0,0,213233,0,151840,11848,9358,3,344.79,37.7
4749,10367,16039,5.1,18.1,15.9,51.9,0.917,0.041,0.3,2.3,0.1,1.5,0.026,89.4,80.5,4.2,5.5,86.1,27.7,2710,21490,39677,20.1,866,13792,0.6,2413,2797,0,0,0,0,0,25.1,729241,0,454838,12578,52463,291,385.02,96.6
14658,25050,42471,6.1,22,13.8,50.9,0.939,0.031,0.2,1,0,1.7,0.018,92.4,85.6,2.1,3.9,88.5,28.5,6145,26945,54306,13,1638,23289,-2.6,5212,6225,0,0,0,0,0,21.6,798230,0,970778,11120,163252,212,151.31,597
432,2094,2599,5.7,22.2,19.9,51.2,0.961,0.015,0.7,0.3,0,1.4,0.024,94,93.8,0.6,1.2,82.9,15.5,398,21500,39049,16.2,80,578,1.9,404,0,0,0,0,0,0,0,0,2903,23792,4614,1071,0,189.43,26.9
1106,2588,3851,7.9,25.6,14.7,50,0.954,0.019,0.4,0.5,0,1.8,0.07,88.8,78.5,4.6,7.7,74.8,9.5,777,19429,40160,29.9,232,5819,0.6,561,874,0,0,0,0,0,0,4059659,13382,182693,17403,18212,2,128.57,84.1
2276,7587,10267,6.1,22.6,16.5,50.7,0.979,0.007,0.3,0.2,0,0.9,0.012,96.8,89,0.4,0.6,75.5,10.4,1647,19204,36406,20.3,409,4918,-2.2,1751,2273,0,0,0,0,0,0,0,306210,268548,9831,24362,2,409.5,67.7
767,5482,6438,6.5,22.6,18.8,51.3,0.976,0.007,0.4,0.3,0.1,0.9,0.029,95.1,88.3,1.2,3.5,69.7,8.4,1211,15603,29934,26.8,230,2957,3.7,1151,1714,0,0,0,0,0,22.2,189089,34871,71832,4408,6399,0,444.23,35.9
7188,14108,22069,9.8,27.7,11.1,47.3,0.73,0.211,0.7,1.6,0.4,3.1,0.076,66.8,77.1,3.2,6.6,85.2,15.1,6986,19773,38904,20.5,1315,23451,1.2,3230,4321,7.2,0,3.7,0,2.2,27.4,1571636,878401,936093,11565,80082,59,717.5,103.1
4706,10710,16193,5.8,22.8,16.3,51.5,0.928,0.051,0.2,0.5,0,1.4,0.028,90.3,80.6,1.1,2.3,82.5,19.4,2662,24524,45853,15.4,744,10685,-1.1,2204,3252,0,0,2.2,0,0,25.4,1252285,0,461765,12951,51254,35,252.46,141.1
752,5861,6762,6.2,21.1,13.5,47,0.944,0.043,0.2,0.2,0,0.9,0.02,92.6,90.2,0.7,1.9,63.6,9,843,13542,21883,37.7,246,2541,-5.3,1175,961,0,0,0,0,0,20.3,0,13210,138743,5858,12401,0,469.25,46.3
547,3809,4454,5.6,22.8,18.2,50.3,0.972,0.006,0.2,0.2,0.5,1.3,0.028,95.1,91.5,1.3,1.5,67.7,7,752,16795,27100,24.4,193,3153,-0.5,812,690,0,0,0,0,0,21.7,0,38656,55307,5838,7804,0,197.25,52.1
617,3290,4036,5.7,22.7,19.3,49.5,0.974,0.01,0.4,0.2,0.1,1,0.009,96.5,87.2,0.6,7.6,79,11.4,848,21375,34261,20.8,165,1723,-1.3,619,595,0,0,0,0,0,0,0,9413,53418,5873,5086,1,359.95,25.9
459,2502,3061,5.6,21.4,20.7,51.2,0.955,0.028,0.1,0.2,0,1.4,0.011,94.5,91.6,0.5,1.6,73,13.9,470,17697,31593,23.6,110,1294,11.7,582,946,0,0,0,0,0,0,0,0,44182,6484,4529,0,305.18,22.5
14163,28907,45752,6.6,24.3,16,51.5,0.919,0.05,0.1,0.9,0.1,1.9,0.028,89.5,85.9,1.9,3.4,88,18.8,7461,22963,46555,15.2,2267,41440,0.8,5386,7007,2.6,0,2.6,0,0,23,2919998,818094,1282912,13652,147433,320,458.35,210.9
979,4135,5239,4.6,19.4,19.3,49.8,0.967,0.018,0.3,0.2,0,1,0.01,95.8,89.7,1.6,2.7,78.9,9.8,943,19481,37646,16.1,127,843,-0.8,838,652,0,0,0,0,0,0,0,0,32536,2723,6325,0,302.88,40.2
740,2000,2847,4.4,18.8,18.3,43.5,0.954,0.035,0.2,0.2,0.1,0.6,0.01,94.6,86.1,0.2,2.1,70,7.7,464,14040,24246,31.8,43,288,-10,314,302,0,0,0,0,0,13.6,0,0,12169,1489,3224,0,234.32,33.5
1108,4236,5538,5.4,21.9,17.1,50.7,0.986,0.003,0.3,0.1,0,0.7,0.009,97.9,90.2,0.2,0.9,72.7,8.3,938,16435,29184,27.2,182,1552,-2.7,883,1197,0,0,0,0,0,37.4,0,0,84217,5655,7916,0,253.08,58
69776,56890,136112,6.2,21.1,11.7,50.9,0.783,0.15,0.3,3.8,0.1,2.4,0.069,72.3,75.5,8.9,11.9,88.6,40.1,17908,29251,48398,18.9,8450,156335,5.3,21120,26074,0,0,2.6,0,2.4,27.2,3061217,4442420,4778490,16635,785725,1225,283.65,1042.8
1348,4722,6250,6.9,24.3,16.2,50.8,0.97,0.016,0.2,0.2,0,0.9,0.013,96,88.4,0.2,2.8,76,12.8,951,19304,32495,22.2,249,2092,1.7,1303,1330,0,0,0,0,0,0,0,29843,128537,8768,5972,1,348.54,41.2
4015,11993,16521,6.6,22,16,51.2,0.979,0.01,0.1,0.2,0,0.7,0.007,97.3,87.3,0.5,0.9,73.6,12.8,2070,17716,30476,28.9,823,8566,-4,2221,3192,0,0,0,0,0,24.7,0,404434,403311,9596,34911,7,393.35,100.3
10717,11819,23840,5.5,20.9,16.3,51.8,0.845,0.111,0.3,1.8,0,2.3,0.03,82,79.2,3.3,5,86.1,26.8,4043,26243,46071,16.6,1154,14664,2.1,3151,4120,2.9,0,1.6,0,0,0,1400787,223558,622089,12816,80515,87,207.75,237.2
774,1549,2381,6.4,21,19.4,50.6,0.724,0.243,0.4,0.8,0,2.1,0.015,71.3,85.1,0.7,3,76.5,13.1,494,18602,33582,22.2,129,1592,7.5,295,367,0,0,0,0,0,21.5,0,0,52203,7608,0,1,205.5,33.2
749,2443,3334,6.5,25.6,12.3,49.5,0.958,0.018,0.2,0.5,0.1,1.7,0.051,91.3,82.8,4.8,5.4,75.2,8.8,721,19020,43793,20.7,87,787,-15,379,0,0,0,0,0,0,0,0,0,37304,4619,0,13,101.23,84.8
1453,5904,7613,5.1,22.1,16.4,50.8,0.962,0.022,0.2,0.3,0,1.1,0.023,94.1,87.8,1.7,2.5,80.5,15.2,1238,21341,44652,19.1,214,1318,3,1294,1613,0,0,0,0,0,30.3,0,7053,39605,2331,4517,0,230.08,73.5
1910,7268,9551,7,27.3,12.6,50.1,0.968,0.01,0.3,0.5,0.2,1.3,0.025,94.5,85.8,1.4,2.9,82.4,10.9,1732,19829,46159,18,365,3899,0,1312,1794,0,0,0,0,0,21,0,0,285154,11333,29952,55,257.97,95.6
3308,12671,16582,6.5,24.4,17.2,50.9,0.925,0.047,0.4,0.5,0.1,1.8,0.06,87,89.4,4.1,6.9,80.8,16.9,2616,20746,38394,18.6,719,9310,-0.5,2631,3297,0,0,0,0,0,19.5,0,0,342536,9119,0,0,551.74,67.3
1959,8219,10564,6.3,23.8,16.2,49.7,0.972,0.012,0.3,0.3,0,1.1,0.014,95.9,83.7,0.4,1.4,76,9.5,1881,19115,32399,23.3,498,6042,1.6,1931,2172,0,0,0,0,0,0,692032,0,234914,9281,16243,4,496.7,51.8
832,4372,5331,5,20.9,19.6,50.5,0.959,0.022,0.4,0.2,0,1.3,0.014,94.7,92,1.1,1.7,76.3,12,741,17984,34406,21.9,163,1283,1.6,984,1215,0,0,0,0,0,18.9,0,1928,64411,5592,3962,1,286.03,39.4
4146,11546,16265,5.4,21.9,19.1,51.5,0.971,0.01,0.3,0.5,0,1.1,0.011,96.2,89.8,0.8,1.4,82.9,15.7,2765,22035,44060,17.9,521,5060,-3.3,1846,2412,0,0,0,0,0,28.4,0,3579,355697,9483,21048,16,344.4,107.2
1244,2788,4292,6.4,25.5,16.1,48.8,0.971,0.013,0.3,0.3,0,1,0.014,95.9,87.6,0.9,1.8,86.8,11.5,858,22686,51189,14.2,127,3531,30.6,447,581,0,0,0,0,0,0,0,3277,28055,3266,2158,3,187.65,45.6
13944,26970,43113,6.8,25.1,12.3,50.1,0.807,0.128,0.5,2.2,0.4,3.5,0.057,76.2,77.5,4.5,7.6,88.1,20.8,14266,24147,48687,15.8,2309,35982,3.8,5405,7635,5.2,0,3.5,0,0,24.1,1792272,281136,1449522,14781,168623,364,623.28,169.3
1372,9129,10744,7,22.7,16.3,51.3,0.958,0.023,0.2,0.3,0.2,1.1,0.008,95.1,91.9,0.4,1.4,71,10.6,2176,16257,25906,31.3,457,5817,-4.9,1415,1872,0,0,0,0,0,24.2,0,159275,211085,6793,20320,0,465.83,62.9
2031,5435,7774,5.8,23.3,16.5,51,0.957,0.023,0.3,0.3,0.1,1.3,0.021,93.7,85.1,1.9,3.5,80,14.2,1562,21424,36048,23.1,287,3916,-2.1,1052,1502,0,0,0,0,0,22.1,549589,39772,147036,7912,11311,21,306.36,61.5
1730,5320,7261,6.1,24.4,16.2,50.6,0.933,0.048,0.2,0.3,0.1,1.4,0.017,91.8,87,0.7,7,71.2,8.8,1202,17273,33408,26.6,273,4076,3.7,1644,1600,0,0,0,0,0,0,434551,21357,92791,5074,11506,87,412.09,44.2
6707,12159,19692,6.3,23.4,15.7,51.5,0.894,0.079,0.3,0.5,0,1.9,0.023,87.5,83.8,1.3,3.1,85,16.4,3102,22746,41940,17.7,1018,15968,-4.7,2430,3321,0,0,1.9,0,0,22.1,0,545021,662033,14659,54742,46,436.67,105.9
1828,4944,7142,5.8,23.9,16,50.6,0.946,0.029,0.4,0.3,0.1,1.8,0.032,91.7,87.8,1.5,3.3,79.5,12.8,969,21923,46016,17.1,204,2093,3,1064,1047,0,0,0,0,0,20.2,0,46545,153316,9689,0,27,286.28,53.9
449,1657,2157,4.1,19.8,23.6,52.6,0.887,0.092,0.2,0.4,0,1.5,0.012,87.6,83.9,1.6,1.4,79,10.3,372,19292,34029,18.3,77,1043,-1.5,307,176,0,0,0,0,0,0,0,29108,65403,13345,0,0,242.27,20.2
4310,15277,20325,5.9,22.8,17.1,51.2,0.904,0.067,0.2,0.6,0.1,1.9,0.018,88.9,86.2,1.2,2.7,82.6,14.2,3500,22132,40891,18.8,970,14636,-5.6,2342,3254,1.9,0,0,0,0,0,896339,0,560520,12118,53708,71,542,86.6
482,4889,5497,5.7,22.3,15.6,50,0.987,0.003,0.2,0.1,0,0.7,0.007,98.1,91.6,0.4,0.7,69.3,8.2,739,15880,26156,34.2,102,1400,-5,887,0,0,0,0,0,0,0,0,0,45224,3370,2078,0,345.2,39.1
190824,143758,352778,6.5,22.7,14.5,51.8,0.734,0.215,0.2,2.5,0.1,2.2,0.048,69.3,85.6,6.5,8.3,88.1,30.4,54711,27925,46959,16.7,19270,401108,2.3,50359,62990,8.5,0.4,2.6,0.1,1.9,26.9,25695383,13000553,10002441,14053,1629185,2431,380.42,1948.1
6144,15474,23292,6.7,24.8,13.4,51.4,0.931,0.035,0.3,1.2,0,1.8,0.029,90.5,80,3.1,4.1,84.6,27.4,3237,25637,49024,16.9,1045,14487,0.5,4020,4184,1.6,0,0,0,0,27,1015569,0,731697,16060,46401,187,172.12,282.3
1250,8043,9560,6.5,22.6,16.1,50.8,0.98,0.005,0.2,0.4,0,0.9,0.007,97.5,88.8,0.5,1.1,74.2,10.2,1374,19445,34090,24.3,411,4345,2.3,1379,2074,0,0,0,0,0,0,0,106086,350076,14646,27186,7,261.95,89.2
24213,42958,71905,7.1,24.5,12.7,50.6,0.915,0.049,0.3,1.2,0.1,1.9,0.029,89.2,84.7,2.5,4.2,88.8,29.1,11814,27704,54270,13.7,3014,49837,-9.5,9266,12369,2.5,0.2,1.3,0,0.9,24.6,1236384,0,1261984,8046,323301,278,160.25,996.7
1245,4357,5756,5.7,20.4,15.8,50.3,0.981,0.009,0.1,0.1,0,0.8,0.008,97.5,90.1,0.1,1.3,70.4,13,755,18448,33889,23.1,174,1519,-5.1,812,833,0,0,0,0,0,31.3,0,0,47551,2782,2950,0,351.52,46.5
1761,9885,12001,6.7,23.8,16.9,51.5,0.97,0.013,0.2,0.3,0.1,1,0.011,96.1,86.6,1,1.4,67.2,10.1,1564,14367,24038,34.7,466,7535,6.8,2134,3121,0,0,1.6,0,0,30.3,210723,63723,318643,9870,27458,0,386.3,82.5
1278,4799,6359,5.3,22.4,17,50.5,0.946,0.032,0.3,0.2,0.1,1.6,0.031,91.7,89.6,1.1,3,80.2,11.1,1170,19611,39753,16.9,224,1875,17,1066,1335,0,0,0,0,0,0,90029,19846,49171,3621,5861,43,261.52,54.3
3440,20592,24811,6.1,23.6,15,51,0.971,0.008,0.3,0.6,0,1.1,0.014,96,84.8,1.2,1.8,74.9,12.6,4121,19923,36570,21.8,1144,21700,1.3,3878,5525,0,0,0.7,0,0,25,0,0,914739,15970,91032,1,433.95,135.6
1045,4816,6037,6.5,23.1,15.9,50.1,0.983,0.004,0.1,0.2,0,1,0.007,97.7,88.1,0.6,1.4,72.9,10.8,790,17960,33525,27,221,2508,6.9,794,916,0,0,0,0,0,0,0,0,123575,7568,11508,0,415.6,38.2
444,2151,2663,4.8,19,15,44.6,0.959,0.026,0.4,0.1,0,1,0.011,95,87.4,0.8,1,70.5,5.6,397,13969,22920,37.2,100,1327,-4,420,382,0,0,0,0,0,21.2,0,0,58622,7891,2530,0,208.86,37.8
400,4015,4487,6.4,21.6,16.2,50.5,0.985,0.003,0.1,0.2,0,0.8,0.004,98.1,92.7,0.2,0.3,63.1,7.3,465,16424,29293,22.6,110,1114,4.6,520,794,0,0,0,0,0,0,0,0,59363,5072,3874,0,400.84,28.2
1542,7293,9131,5.9,21.6,16.7,50.6,0.985,0.006,0.2,0.2,0,0.6,0.007,97.8,92.2,0.4,0.9,74.8,11.5,1277,17886,31200,25.3,333,4243,-3.9,1171,1756,0,0,0,0,0,21.9,0,51762,123973,5176,14125,10,337.91,72.6
785,4363,5293,6.3,22.9,16.6,50.2,0.986,0.004,0.2,0.1,0,0.7,0.007,97.9,88.8,0.1,2,73.9,10.6,880,16132,28388,29.1,119,1297,4.5,910,1192,0,0,0,0,0,10.2,0,0,56840,4074,3942,0,482.84,28.7
1865,7338,9555,6.2,23.7,16.7,51,0.958,0.024,0.2,0.2,0,1.4,0.015,94.4,86.1,0.3,1,76.8,9.6,1636,17420,33651,25.4,308,2653,-13.4,1643,1809,0,0,0,0,0,0,0,0,127171,5053,9405,36,334.1,74.1
887,3570,4642,5.6,20.5,19.9,50.9,0.973,0.006,0.4,0.5,0.1,1.2,0.015,96.1,91.5,0.8,1.9,82.3,11.3,563,19795,40313,16.9,158,1809,-1,563,708,0,0,0,0,0,0,0,0,29706,3103,0,0,313.13,30.4
2755,7778,10896,6.4,24.2,17.2,51.1,0.907,0.067,0.4,0.3,0.1,1.8,0.028,88.4,85.2,1.5,3.9,76.3,13.3,1880,19143,36590,21.2,488,6903,13.4,1760,2072,0,0,1.2,0,0,23,2150571,132947,230608,8497,15264,13,552.13,48.6
1045,2789,3959,4,15.3,23.4,44.4,0.925,0.057,0.2,0.3,0,1.3,0.016,91,82.1,0.6,2.6,83.5,13.3,913,22123,40112,16.8,140,1098,1.6,493,0,0,0,0,0,0,0,0,0,60988,7316,12199,3,213.84,38.9
11793,23431,37318,5.7,21.1,12.7,51.5,0.919,0.047,0.3,1.1,0.1,1.9,0.023,90,79.1,2.1,3,85.2,28,5769,21800,42312,21.4,1655,21774,-0.8,5430,6400,0,0,1.3,0,0,27.2,0,242111,975986,12008,127253,225,437.29,189.6
1172,3824,5113,5.6,22.9,14.8,49.8,0.986,0.003,0.3,0.1,0,0.7,0.008,97.9,93.4,0.2,0.3,65.6,8.9,471,15118,26877,28.6,172,1526,7.2,667,884,0,0,0,0,0,0,0,11565,52924,4022,7290,0,308.44,43.2
